UKRAINIAN INSTITUTE OF MODERN ART|2320 W CHICAGO AVE CHICAGO IL 60622-4722||True|2015|2015|192977|178990|634510|162355|136414|54857
VOLUNTEERS OF AMERICA INC VOLUNTEERS OF AMERICA OF ILLINOIS|47 W POLK ST STE 250 # 2 CHICAGO IL 60605-2765||True|2016|2015|6832456|6777769|4447744|1103669|429328|6382384
WELLSTREAMS CENTER OF FEMININE SPIRITUALITY|513 W FULLERTON PKWY CHICAGO IL 60614-6428|Services to Promote the Independence of Specific Populations Human Services — Multipurpose and Other|False|2006|||||||
WEST AUSTIN DEVELOPMENT CENTER|4920 W MADISON ST CHICAGO IL 60644-3541|Child Day Care Human Services — Multipurpose and Other|False|2014|2014|1812563|1630825|414191|0|0|1812563
WASHINGTON PARK CHAMBER OF COMMERCE|331 E 56TH ST APT D CHICAGO IL 60637-1065|Economic Development Community Improvement Capacity Building|True|2016|2016|5070|5167|87|184|4420|0
WESTERN ASSOCIATION OF GYNECOLOGIC ONOCOLOGISTS INC|230 W MONROE ST STE 710 CHICAGO IL 60606-4702|Cancer Diseases Disorders Medical Disciplines|True|2015|2015|137545|106323|204028|18518|16950|120584
W F FOUNDATION|12 E SCOTT ST APT 6 CHICAGO IL 60610-2320|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|89035|127425|1593637|1|0|0
UNITED STATES HISPANIC LEADERSHIP INSTITUTE INC|431 S DEARBORN ST APT 1203 CHICAGO IL 60605-1152|Voter Education Registration Civil Rights Social Action Advocacy|True|2015|2015|1565632|1427320|1279287|162827|1312821|271872
VANCE MEMORIAL CH 9388900900|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2014|19460|12604|256179|0|0|0
W THOMAS KITCHEN TRUST|135 S LASALLE CHICAGO IL 60603-4177|Single Organization Support Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|109880|235393|2739009|0|0|0
VOICE OF THE CITY|3429 W DIVERSEY AVE 209 CHICAGO IL 60647-1220|Arts Cultural Organizations - Multipurpose Arts Culture and Humanities|True|2016|2015|139360|122803|32512|3143|36984|102373
UNITED STEELWORKERS 02154 LOCAL|5744 S WESTERN AVE CHICAGO IL 60636-1029||True|2016|2015|179448|160855|53260|3392|0|0
WILL FEED COMMUNITY ORGANIZATION INC|6401 S SANGAMON ST CHICAGO IL 60621|Food Service Free Food Distribution Programs Food Agriculture and Nutrition|False|2012|2012|83551|103627|21482|1371|83551|0
USHER III INITIATIVE INC|191 N WACKER DR STE 2090 CHICAGO IL 60606-1889|Fund Raising and/or Fund Distribution Diseases Disorders Medical Disciplines|True|2015|2015|375155|250665|630430|18177|375155|0
WILEMAL FUND|200 W MADISON ST STE 3400 CHICAGO IL 60606-3600||True|2016|2014|2923284|2071420|8984021|0|193140|449
WASHINGTON AND JANE SMITH COMMUNITY BEVERLY|2320 WEST 113TH PLACE CHICAGO IL 60643-4117|Senior Continuing Care Communities Human Services — Multipurpose and Other|True|2016|2016|21578301|22052240|68376949|71492373|720618|20093718
WAGNER DESCENDANTS FOUNDATION|30 SOUTH WELLS STREET NO 4049 CHICAGO IL 60606-5054|Public Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2015|14393|68738|475861|2700|0|0
UNION LEAGUE FOUNDATION TRUST UA 02-29927 FOR BOYS CLUBS|PO BOX 803878 CHICAGO IL 60680-3878||True|2015|||||||
USG CORPORATION EMPLOYEE BENEFIT TRUST C-O USG CORPORATION|550 W ADAMS ST CHICAGO IL 60661-3665||True|2015|2015|1729258|1753130|548055|0|0|1728338
W E BLISS FOUNDATION|10 S DEARBORN ST MAIL STE IL1-0111 CHICAGO IL 60603|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|False|2013|2012|48261|99603|1174279|0|0|735
WEST SECTION CLUB|141 S TROY ST STE 143 CHICAGO IL 60612-2735|Single Organization Support Mental Health Crisis Intervention|False|2013|2013|23644|24724|1080|0|22204|0
WAYLAND EDUCATIONAL FOUNDATION|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2015|258835|197566|2906069|0|0|0
WEINBERG-NEWTON FAMILY FOUNDATION|2135 N CLEVELAND AVE CHICAGO IL 60614-4508|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|150040|522309|3821932|0|0|0
VIVIAN S SMITH TUA R61067006|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|61504|33770|629686|0|0|0
URBAN YOUTH OUTREACH|PO BOX 5028 CHICAGO IL 60680-5028||True|2015|2015|183102|150422|80145|441|183099|0
UNION HEALTH SERVICE INC|1634 W POLK ST CHICAGO IL 60612-4352|Health General and Financing Health — General and Rehabilitative|True|2015|2015|70236581|69396057|25856723|8805825|0|69874835
VALENTINE PERRY SNYDER FUND|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|554935|517943|7772118|0|0|0
UPTOWN THATRE & CENTER FOR THE ARTS|1400 W ELMDALE CHICAGO IL 60660-2455|Performing Arts Organizations Arts Culture and Humanities|False|2005|||||||
W D & PRUDENCE A MCINTYRE FOUNDATION 4-9702|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2014|61336|75925|718556|0|0|0
WENTWORTH GARDEN RES MANAGEMENT CORP|3770 S WENTWORTH AVE CHICAGO IL 60609-1821|Housing Development Construction Management Housing Shelter|False|2007|||||||
UNITED HELLENIC AMERICAN CONGRESS|600 WEST JACKSON BLVD CHICAGO IL 60661|Cultural Ethnic Awareness Arts Culture and Humanities|True|2015|2014|28720|38690|111|0|28720|0
WALTER FAMILY FOUNDATION|227 W MONROE ST FL 48 CHICAGO IL 60606-5037|Human Services - Multipurpose and Other N.E.C.|False|2014|2013|0|647887|4369024|0|0|0
WEITZMAN FOUNDATION|4007 S WABASH AVE CHICAGO IL 60653-2120||True|2016|2014|67031|68391|32392|6850|2500|0
UNITED STATES SOCCER FEDERATION INC|1801 S PRAIRIE AVE CHICAGO IL 60616-1319|Soccer Clubs Leagues Recreation Sports Leisure Athletics|True|2015|2015|102127196|93531264|104124735|21041971|5698426|94870799
VIETNAMESE ASSO OF ILLINOIS|5110 N BROADWAY ST CHICAGO IL 60640-3004|Ethnic Immigrant Centers Services Human Services — Multipurpose and Other|True|2016|2015|2905152|2774012|3795700|1786822|35499|2878828
WALKER MEMORIAL FUND|10 S DEARBORN CHICAGO IL 60603|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|8214|7200|103946|0|0|0
WHAT IF CAROLYN Y ADAMS BREAST CANCER FOUNDATION INC|104 W 104TH ST STE 2 CHICAGO IL 60628-2615|Cancer (G32) Diseases Disorders Medical Disciplines|True|2015|2015|20097|16620|15958|0|13622|0
VERLIN & LAVERNE KRILL SCHOLARSHIP FUND|10 S DEARBORN CHICAGO IL 60603-2300|Scholarships Student Financial Aid Services Awards Educational Institutions and Related Activities|True|2016|2015|14953|25679|410788|0|0|0
VETERANS OF FOREIGN WARS DEPARTMENT OF ILLINOIS 1284 MONT CLARE LEYDEN POST|6940 W DIVERSEY AVE CHICAGO IL 60707-1725||False|2014|2014|25822|43638|143829|0|4402|13600
URHA COMMUNITY SERVICE CENTER|2945 W PETERSON AVE STE 204 CHICAGO IL 60659-3812|Ethnic Immigrant Centers Services Human Services — Multipurpose and Other|True|2015|2015|4722755|3795079|2754046|333687|0|4721189
WEBER W & ELMINA MCK SEBALD FUND NECT|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|20326|26901|277848|0|0|0
VISITING NURSE ASSOCIATION OF CHICAGO|20 N WACKER DR STE 3118 CHICAGO IL 60606-3101|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|6134663|3164521|55986810|34993|20078|497
UNDER THE SPELL PRODUCTIONS INC|3255 N BROADWAY ST APT 3B CHICAGO IL 60657-3564|Theater Arts Culture and Humanities|False|2012|2012|712|1139|588|0|712|0
URBAN GATEWAYS|205 W RANDOLPH ST STE 1700 CHICAGO IL 60606-1814|Arts Education Arts Culture and Humanities|True|2015|2015|2357262|2232505|1093090|32458|1346387|824625
UNIVERSAL AGAPE FOUNDATION|33 WEST MONROE CHICAGO IL 60603-5300|Family Services Human Services — Multipurpose and Other|True|2015|2015|75762|79958|1942|0|75762|0
UPTOWN PEOPLES LAW CENTER|4413 N SHERIDAN RD CHICAGO IL 60640-5605||True|2015|2015|762165|343613|543998|111955|186452|572731
UNITED INTERFAITH COUNCIL|5529 S EVERETT AVE CHICAGO IL 60637|Interfaith Issues Religion-Related Spiritual Development|False|2011|2011|209|209|1|1|209|0
WATERS TODAY|4507 N ARTESIAN AVE CHICAGO IL 60625-3003|Nonmonetary Support N.E.C. Educational Institutions and Related Activities|True|2016|2015|86885|69107|332987|2185|0|10125
UNITY PARENTING AND COUNSELING INC|600 W CERMAK RD CHICAGO IL 60616-2268|Neighborhood Centers Settlement Houses Human Services — Multipurpose and Other|True|2016|2015|3770320|3756500|571103|785997|3750843|19477
URANTIA ASSOCIATION INTERNATIONAL|559 W DIVERSEY PKY NO 351 CHICAGO IL 60614-7640|Humanities Organizations Arts Culture and Humanities|True|2015|2015|121351|94038|155218|0|120725|619
WEINGER SPECTOR FOUNDATION|1424 N HALSTED ST CHICAGO IL 60642-2618||True|2015|2014|149226|86954|1248959|1|0|23596
YOUNG WOMENS CHRISTIAN ASSOCIATION OF METROPOLITAN CHICAGO YWCA OF METROPOLITAN CHICAGO|1 N LA SALLE ST STE 1150 CHICAGO IL 60602-4039|Young Men's or Women's Associations (YMCA YWCA YWHA YMHA) Human Services — Multipurpose and Other|True|2016|2015|12103686|11550979|18341577|1813471|5397780|5862586
CHICAGO HEIGHTS FITNESS L L C|1423 CHICAGO RD CHICAGO HTS IL 60411-3400|Community Recreational Centers Recreation Sports Leisure Athletics|True|2015|2015|512022|649696|4309025|8006798|0|509492
WILLIAM HOOVER GAMBLE 6863046900|10 S DEARBORN CHICAGO IL 60603-2300||True|2015|2014|33472|23112|300646|0|0|0
WILLIAM BLAIR & COMPANY FOUNDATION|222 W ADAMS ST CHICAGO IL 60606-5312||True|2015|2014|1088254|995418|7593003|0|761561|10
WM H & CLARA L HERMAN CHARITABLE TR|135 S LASALLE ST IL4-135-14-19 CHICAGO IL 60603-0000|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|62450|31850|609984|0|0|0
WORKERS UNITED 2483 LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2009|||||||
YOUNG MENS CHRISTIAN ASSOCIATION OF METROPOLITAN CHICAGO FOUNDATION FO|1030 W VAN BUREN ST CHICAGO IL 60607-2916|Housing Development Construction Management Housing Shelter|True|2016|2015|728519|1028590|5905336|7267453|0|727147
WINDY CITY HAMMERS TRACK CLUB|1460 N SANDBURG TER APT 510 CHICAGO IL 60610-5553|Recreation Sports Leisure Athletics N.E.C.|True|2015|||||||
WILLIAM J CLANCY FOUNDATION CARREN JEFFREY ET AL TTEE|515 N STATE ATTN J CARREN RM 2800 CHICAGO IL 60654-4854|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|19207|90765|576380|1|0|0
WORKERS UNITED 91 LOCAL RIPTON WI|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2011|2011|5759|7093|49200|0|0|0
WORKERS UNITED 399 LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2009|||||||
WINDY CITY PLAYHOUSE|161 E CHICAGO AVE UNIT 28B CHICAGO IL 60611-2619|Theater Arts Culture and Humanities|True|2015|2015|670790|1041028|447954|652514|408182|262608
WORLDWIDE ORPHANAGE RELIEF COALITION|662 W ROSCOE ST APT 2 CHICAGO IL 60657-2912|International Relief International Foreign Affairs and National Security|True|2015|2015|3526|8100|2326|0|3526|0
WONDER MONTESSORI SCHOOL|5644 N PULASKI RD CHICAGO IL 60646-6717|Primary Elementary Schools Educational Institutions and Related Activities|True|2015|2015|275407|312576|11059|46452|0|275407
WILLIAM Y SHACKLETON FOUNDATION|330 N WABASH AVE STE 22ND FL CHICAGO IL 60611|Scholarships Student Financial Aid Services Awards Educational Institutions and Related Activities|False|2013|2012|5854|13165|1368|0|5840|0
DUPAGE COUNTY VETERANS MEMORIAL COMMISSION|1004 GATES ST WEST CHICAGO IL 60185-3826|Historical Societies Related Historical Activities Arts Culture and Humanities|False|2010|||||||
BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA 2254 OAK LAWN|10720 CENTRAL AVE CHICAGO RIDGE IL 60415-2006||True|2016|2016|266706|286857|249200|70330|16822|72334
WILLIAM W WILKOW MEMORIAL FOUNDATION|20 S CLARK ST STE 3000 CHICAGO IL 60603-1887||True|2015|2014|6|15|30503|1|0|6
WORKERS UNITED 1490 LOCAL EDINBURG IN|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2011|2011|13290|13382|24190|1225|0|0
WILSON-MARTIN FAMILIES TR FUND 24829-00-9|10 S DEARBORN CHICAGO IL 60603-2300|Philanthropy Charity Voluntarism Promotion General Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2015|11897|15396|164648|0|0|0
WORKERS UNITED 1818 LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2009|||||||
AMATEUR ATHLETIC UNION OF THE UNITED STATES ILLINOIS DEFENDERS|529 N MANCHESTER DR CHICAGO HTS IL 60411-1839|Amateur Sports Clubs Leagues N.E.C. Recreation Sports Leisure Athletics|True|2016|2015|132050|122360|44589|0|0|132050
BOYS AND GIRLS CLUB OF LAKE COUNTY|1801 SHERIDAN RD STE 202 NORTH CHICAGO IL 60064-2262|Youth Centers Clubs Multipurpose Youth Development|True|2015|2015|1746748|1636367|740256|223655|1745114|17311
WINNIE AND BOB CRAWFORD FAMILY FOUNDATION|PO BOX 803878 CHICAGO IL 60680-3878|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|2691717|11|1772541|0|2110249|0
WORLDVIEW EDUCATION AND CARE INC|45 E DIVISION ST CHICAGO IL 60610-2316|Children's Youth Services Human Services — Multipurpose and Other|True|2015|2015|50004|82823|59061|0|50004|0
HAROLD COLBERT JONES MEMORIAL COMMUNITY CENTER|220 E 15TH ST CHICAGO HTS IL 60411-3604|Emergency Assistance (Food Clothing Cash) Human Services — Multipurpose and Other|True|2016|2016|578287|565806|568674|79066|551758|0
YOUNG EXPRESSIONS INC|1555 N ASTOR ST APT 47E CHICAGO IL 60610-5789||True|2016|2015|120000|124136|4261|0|120000|0
YOUTH CONNECTION CHARTER SCHOOL|10 W 35TH ST STE 11F4-2 CHICAGO IL 60616-5338|Elementary Secondary Education K - 12 Educational Institutions and Related Activities|True|2016|2015|52021653|52784810|14075117|6740164|924610|50072172
WOODS FUND OF CHICAGO|35 E WACKER DR CHICAGO IL 60601-2314||True|2015|2014|8694500|3855353|61622550|0|0|289
WORKERS UNITED 5JTU LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703|Labor Unions Organizations Employment Job-Related|False|2009|||||||
YMCA OF METROPOLITAN CHICAGO FOUNDATION FOR HARVEY II|1030 W VAN BUREN ST CHICAGO IL 60607-2916|Senior Citizens' Housing/Retirement Communities Housing Shelter|True|2016|2015|747973|1342206|6927897|8868993|0|746674
WORKERS UNITED 1758 LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2011|2011|1395|3912|5228|0|0|0
WINE AND SPIRITS DISTRIBUTORS OF ILLINOIS CHARITABLE FOUNDATION|27 E MONROE ST STE 800 CHICAGO IL 60603-5695|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|5000|5000|100|1|5000|0
WORKERS UNITED 562 LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2012|2012|0||1|0|0|0
BEACON FOUNDATION|720 PERSIMMON DR WEST CHICAGO IL 60185-5803|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|3000|3603|117|0|3000|0
WINEMAN CHARITABLE FOUNDATION|500 W MADISON ST STE 3700 CHICAGO IL 60661-4591|Corporate Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|5257|23834|66489|1|0|0
WORKERS UNITED 304 LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2013|2013|0||1|0|0|0
WORKERS UNITED 2741 LOCAL BERKELY IL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2009|||||||
YOUNG SCHOLARS DEVELOPMENTAL INSTITUTE|3038 W 59TH ST CHICAGO IL 60629-2542|Child Day Care Human Services — Multipurpose and Other|True|2015|2015|1156217|1033647|248028|29600|0|1156217
XAVIER RESEARCH INSTITUTE LIMITED EXCITE LABS|11024 S AVENUE F CHICAGO IL 60617-6742|Educational Services and Schools - Other Educational Institutions and Related Activities|False|2012|2012|0||1|0|0|0
YOUNG IRISH FELLOWSHIP CLUB OF CHICAGO|711 W MONROE CHICAGO IL 60661-0003||False|2002|||||||
WOMENS BUSINESS DEVELOPMENT CENTER|8 S MICHIGAN AVE STE 400 CHICAGO IL 60603-3471||True|2015|2015|3613969|3970605|2746475|225202|3535209|73944
WORKS OF ELOHIM INTL INC|445 E BOWEN AVE CHICAGO IL 60653-2713|Religion Related Spiritual Development N.E.C.|False|2010|||||||
WORKERS UNITED 284SW LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2011|2011|1546|436|4683|53|0|0
ELITE HOUSES OF SOBER LIVING INC|PO BOX 2122 CHICAGO HTS IL 60412-8922|Alcohol Drug and Substance Abuse Dependency Prevention and Treatment Mental Health Crisis Intervention|True|2016|2016|508897|581261|78976|15322|508897|0
CANADIAN CLUB OF CHICAGO|1331 SWEETBAY LN WEST CHICAGO IL 60185-5966|Fairs County and Other Recreation Sports Leisure Athletics|False|2009|||||||
WILSON MOTHERSHEAD TRUST UA 2820297200|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|18359|10876|179902|0|0|0
YOUNG IRISH FELLOWSHIP CLUB OF CHICAGO CHARITIES|711 W MONROE CHICAGO IL 60661-0003|Fund Raising and/or Fund Distribution Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2015|56379|47606|59775|5226|963|0
WILLIAM H INMAN TRUST|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|31672|20013|338461|0|0|0
WORKERS UNITED 124 LOCAL DETROIT MI|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2011|2011|4784|8151|1323|0|0|0
WORKERS UNITED 26 LOCAL|333 S ASHLAND AVE SUITE 200 CHICAGO IL 60607|Labor Unions Organizations Employment Job-Related|False|2011|2011|0||1|0|0|0
WYNNCLIFF INC|5800 N KEATING AVE CHICAGO IL 60646-6615|Christian Religion-Related Spiritual Development|True|2015|2015|188105|302111|5074307|0|31365|156110
CORNERSTONE CENTER FOUNDATION|0S280 BAUMAN CT WEST CHICAGO IL 60185-3903|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|308401|394379|2957414|1|4977|85
WILLIAM L AND JOSEPHINE B WEISS FAMILY FOUNDATION|225 WEST RANDOLPH FLOOR 27A CHICAGO IL 60606-1838||True|2015|2014|492848|402486|7794220|1|0|1932
WORKERS UNTIED 2675 LOCAL GROVEPORT OH|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2011|2011|0||1|0|0|0
YOUR COMMUNITY CONSULTANTS FOUNDATION NFP|9301 S PARNELL AVE CHICAGO IL 60620-2336|Community Improvement Capacity Building N.E.C.|True|2015|2011|0||150|0|0|0
WOMENS BAR ASSOCIATION OF ILLINOIS FOUNDATION KING SHARON SIDLEY AND AUSTIN|PO BOX 641068 CHICAGO IL 60664-1068||True|2015|2015|72633|90222|943352|0|33430|0
WILLIAM L HIGGINS AVALINE FUND 1 NECT UW SUCC TRUST|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|40994|43220|172149|0|0|0
WORKERS UNITED 108 LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2009|||||||
WORKERS UNITED 71 LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703|Labor Unions Organizations Employment Job-Related|False|2010|||||||
YOUTH GUIDANCE|1 N LA SALLE ST STE 900 CHICAGO IL 60602-3900|Student Services Organizations of Students Educational Institutions and Related Activities|True|2016|2015|17691080|12766384|10378286|1240235|15857104|1820910
WORKERS UNITED 295C LOCAL BERNE|333 S ASHLAND AVE SUITE 200 CHICAGO IL 60607|Labor Unions Organizations Employment Job-Related|False|2011|2011|3008|2700|327|0|0|0
A BETTER TOMORROW FOR TODAYS TEENS|3441 W CHICAGO AVE 1FL CHICAGO IL IL 60651-4033|Human Service Organizations - Multipurpose Human Services — Multipurpose and Other|True|2015|2014|15500|26660|1|5160|15500|0
WOODLAND NATURE CONSERVANCY|300 N LA SALLE DR STE 4000 CHICAGO IL 60654-3422|Natural Resources Conservation and Protection Environmental Quality Protection and Beautification|False|2001|||||||
WORKERS UNITED 7771 LOCAL JANESVILLE WI|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2009|||||||
WOMENS SMALL BUSINESS EXCHANGE|3400 WEST 111TH STREET 470 CHICAGO IL 60655-3330|Employment Procurement Assistance Job Training Employment Job-Related|True|2015|||||||
WORKERS UNITED 594 LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2009|||||||
WORKERS UNITED 978A LOCAL ST CLOUD MN|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2011|2011|0||1|0|0|0
YOUTH SERVICE PROJECT INC|3942 W NORTH AVE CHICAGO IL 60647-4639|Children's Youth Services (P36Z) Human Services — Multipurpose and Other|True|2015|2015|1681846|1620273|655190|323361|1645013|0
WOLCOTT SCHOOL|853 N ELSTON AVE CHICAGO IL 60642-4102|Secondary High School Educational Institutions and Related Activities|True|2016|2016|4414968|4215722|12129053|3233009|2117411|2343850
WORKERS UNITED 2635 LOCAL CHICAGO IL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2011|2011|810|716|2173|0|0|0
WOMEN EMPLOYED|65 E WACKER PL STE 1500 CHICAGO IL 60601-7253|Employment Procurement Assistance Job Training Employment Job-Related|True|2016|2016|1917073|2132374|2308888|145996|1885375|0
WINDY CITY PERFORMING ARTS INC|3656 N HALSTED ST CHICAGO IL 60613-4316||False|2014|2014|132711|129507|53075|0|76159|23530
WORKERS UNITED 2702 LOCAL WESTCHESTER OH|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2011|2011|0|4931|4702|0|0|0
IMAGINE DIVING|9923 S RIDGELAND SUITE 129 CHICAGO RIDGE IL 60415-1262|Human Service Organizations - Multipurpose Human Services — Multipurpose and Other|False|2012|2012|43309|6188|43899|6277|43309|0
WILLIAM G AXT TRUST FOR RILEY MEMORIAL ASSOC 2820121900|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|20849|11476|220106|0|0|0
WORKERS UNITED 189T LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2009|||||||
IMPACTING VETERANS LIVES INC MIDWEST VETERANS CLOSET|2323 GREEN BAY ROAD NORTH CHICAGO IL 60064-3062|Military Veterans' Organizations Public Society Benefit — Multipurpose and Other|True|2015|2015|42177|31538|14160|0|32348|0
WORKERS UNITED 65 LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703|Labor Unions Organizations Employment Job-Related|False|2010|||||||
WINDY CITY HOCKEY FOUNDATION|27 N WACKER STE 522 CHICAGO IL 60606-2800|Winter Sports (Snow and Ice) Recreation Sports Leisure Athletics|True|2016|2015|3760|1820|16316|0|3760|0
WORKERS UNITED 463S LOCAL AKRON OH|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2011|2011|0||0|0|0|0
HARVEST OF THE WORLD MINISTRY|PO BOX 934 WEST CHICAGO IL 60186-0934|Christian Religion-Related Spiritual Development|False|2007|||||||
ILLINOIS CONGRESS OF PARENTS TEACHERS CHICAGO RIDGE PTA|10800 LYMAN AVE CHICAGO RIDGE IL 60415-2250||False|2010|||||||
CHICAGO HEIGHTS DRAMA GROUP|PO BOX 594 CHICAGO HTS IL 60412-0594|Theater Arts Culture and Humanities|True|2016|2015|142599|135633|600620|41706|23178|118595
WORKERS UNITED 76A LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703|Labor Unions Organizations Employment Job-Related|False|2011|2011|0||1|0|0|0
WILLIAM B YOUNG TRUST|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|2298|943|45926|0|0|0
WORKERS CENTER FOR RACIAL JUSTICE NFP|500 E 61ST ST CHICAGO IL 60637-2407|Alliance/Advocacy Organizations Civil Rights Social Action Advocacy|True|2015|2015|251953|233593|30500|0|251953|0
WORLD MEDICAL ASSOCIATION INC|330 N WABASH AVE STE 39300 CHICAGO IL 60611-5885|Health General and Financing (E85Z) Health — General and Rehabilitative|True|2015|2015|1982042|1969545|2904428|1043288|1781957|133593
WOMENS CENTER OF GREATER CHICAGOLAND|5116 N CICERO AVE SUITE 101 CHICAGO IL 60630-2425|Services to Promote the Independence of Specific Populations Human Services — Multipurpose and Other|True|2015|2015|1178944|1205353|1853077|112183|1073469|0
WILLIAMS YOUTH SERVICES INCORPORATED|9035 S LANGLEY AVE CHICAGO IL 60619-7596|Elementary Secondary Education K - 12 Educational Institutions and Related Activities|True|2015|2015|1933393|2071527|625643|675848|1923536|9857
WORKERS UNITED 1406 LOCAL|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2011|2011|0||1|0|0|0
WM WRIGLEY JR COMPANY VOLUNTARY EMPLOYEES BENEFICIARY ASSOCIATION JERRY R PARKIN|1132 W BLACKHAWK ST CHICAGO IL 60642-2404||True|2015|2015|37581046|40071547|79765628|20842|0|35272494
WOODLAWN PRESERVATION AND INVESTMENT CORPORATION|6320 S DORCHESTER AVE CHICAGO IL 60637-3714|Housing Rehabilitation Housing Shelter|False|2014|2014|58082|12497|933794|978840|58082|0
WINGS OF MERCY INC|8801 S STONY ISLAND AVE CHICAGO IL 60617-2810|Public Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2015|150|100|708|0|150|0
WILSON GARLING FOUNDATION NFP|2024 N MOHAWK ST CHICAGO IL 60614-4515|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|||||||
YOUTH ORCHESTRA OF GREATER FORT WORTH TRUST FUND|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300|Symphony Orchestras Arts Culture and Humanities|True|2016|2015|11472|10927|160908|0|0|0
WLMA CORPORATION NFP|227 W MONROE ST STE 4400 CHICAGO IL 60606-5058|Vocational Counseling Guidance and Testing Employment Job-Related|True|2015|2015|44633|62318|13908|0|24535|9661
WILLIAM D SHELY TR UA 3401023800|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2015|2014|24936|27395|546543|0|0|0
WOMENS BAR ASSOC OF ILLINOIS|321 S PLYMOUTH CT STE 4S CHICAGO IL 60604-3925||True|2016|2015|230122|192728|565970|325|258215|49147
WORKERS UNITED 168C LOCAL CLEVELAND OH|333 S ASHLAND AVE CHICAGO IL 60607-2703||False|2011|2011|0||1|0|0|0
AMERICAN LEGION 1198 PARK FOREST|1631 WESTERN AVE CHICAGO HTS IL 60411-3149||True|2015|2015|200144|203355|73717|2324|6182|138939
MATEOS KIDS INC|2N539 ANCIENT OAKS DR WEST CHICAGO IL 60185-1703|Emergency Assistance (Food Clothing Cash) Human Services — Multipurpose and Other|True|2015|2015|23520|26138|36276|0|3750|0
SONS OF ITALY IN AMERICA 1430 CHICAGO HEIGHTS|530 WEST 14TH STREET CHICAGO HEIGHTS IL 60411-2304||True|2015|2015|16411|15790|48521|0|5000|230
