name|address|desc|active|latest|info_year|revenue|expense|assets|liabilites|cont_rev|other_rev|coordinates
BRAKEMAN SCHOLARSHIP FUND|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014.0|18017.0|20290.0|313713.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
BOOK WORM ANGELS|3100 N SHERIDAN RD APT 4B CHICAGO IL 60657|Nonmonetary Support N.E.C. Educational Institutions and Related Activities|False|2012|2012.0|99482.0|107004.0|43945.0|4853.0|99428.0|0.0|[37.8687886, -122.2592009]
CHARITABLE BLANCHE M KOFFLER TR UW FRANCES DIAMANT TTEE|131 S DEARBORN ST STE 2400 CHICAGO IL 60603|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|False|2013|2011.0|155510.0|755.0|154770.0|15.0|155507.0|3.0|[37.8687886, -122.2592009]
CELTIC LEGAL SOCIETY OF CHICAGO|222 NORTH LASALLE CHICAGO IL 60601-1003|Promotion of Business Community Improvement Capacity Building|True|2015|2015.0|6827.0|8500.0|32551.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
CARPE DIEM FOUNDATION OF ILLINOIS|2700 N RACINE AVE CHICAGO IL 60614-1206|Scholarships Student Financial Aid Services Awards Educational Institutions and Related Activities|True|2016|2014.0|7340.0|8030.0|41551.0|7250.0|50.0|0.0|[41.9308555, -87.6589480595246]
BRAND NEW BEGINNINGS INC|113 E 58TH ST CHICAGO IL 60637|Housing Shelter N.E.C.|False|2012|2012.0|428024.0|454986.0|1957623.0|2714563.0|299372.0|128620.0|[37.8687886, -122.2592009]
CHICAGO COMMITTEE ON MINORITIES IN LARGE LAW FIRMS JENNIFER REDDIEN EXEC DIR|525 WEST MONROE STREET CHICAGO IL 60661-3629|Minority Rights Civil Rights Social Action Advocacy|True|2016|2015.0|263077.0|185614.0|401548.0|16335.0|263050.0|0.0|[41.88022425, -87.6403909177937]
CHICAGO ALLIANCE OF AFRICAN AMERICAN PHOTOGRAPHERS|PO BOX 5284 CHICAGO IL 60680-5284|Printing Publishing Arts Culture and Humanities|True|2016|2016.0|1965.0|646.0|2878.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
CHICAGO CLUB|81 E VAN BUREN ST CHICAGO IL 60605-1205||True|2015|2015.0|8286679.0|7491337.0|19405894.0|11766267.0|0.0|6646658.0|[37.8687886, -122.2592009]
CHILDRENS CARE FOUNDATION|307 N MICHIGAN AVE STE 1005 CHICAGO IL 60601-5310||True|2015|2014.0|6481180.0|1875368.0|53638537.0|216787.0|632081.0|0.0|[41.88709945, -87.6241610748764]
CHICAGO DESIGN MUSEUM|108 N STATE ST 3RD FLOOR CHICAGO IL 60602-1608|Art Museums Arts Culture and Humanities|True|2015|2015.0|525862.0|254820.0|299452.0|7544.0|472532.0|0.0|[41.88388535, -87.6285154213815]
CHICAGO MARITIME MUSEUM CHICAGO MARITIME SOCIETY|1200 W 35TH ST CHICAGO IL 60609-1305||True|2016|2015.0|284126.0|100495.0|1067959.0|0.0|284113.0|0.0|[41.8310176, -87.6565174]
CHARNLEY-PERSKY HOUSE MUSEUM FOUNDATION|1365 N ASTOR ST CHICAGO IL 60610-2144|History Museums Arts Culture and Humanities|True|2015|2015.0|148338.0|100089.0|2020632.0|8838.0|85316.0|57011.0|[41.90767865, -87.6275425174263]
CHARLOTTE E SPAK MEMORIALFOUNDATION|5711 N LINCOLN AVE CHICAGO IL 60659-4707|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|1.0||1.0|0.0|0.0|0.0|[41.98540805, -87.6984887622364]
CHICAGO FUND ON AGING AND DISABILITY|1111 N WELLS ST STE 307 CHICAGO IL 60610-7595|Meals on Wheels Food Agriculture and Nutrition|True|2015|2015.0|701866.0|870551.0|270706.0|79652.0|727218.0|0.0|[41.90259805, -87.6341155782042]
CHICAGO NEIGHBORHOOD YOUTH MINISTRIES HOPE FOR THE FAMILY MINISTRIES|PO BOX 51261 CHICAGO IL 60651-0261||True|2016|2016.0|35950.0|22255.0|13699.0|0.0|35950.0|0.0|[41.8951407, -87.7384142]
CHICAGO ALLIES FOR YOUTH SUCCESS NFP|1 N DEARBORN ST CHICAGO IL 60602|Neighborhood Centers Settlement Houses Human Services — Multipurpose and Other|False|2013|2013.0|212584.0|448946.0|52520.0|137197.0|161084.0|51500.0|[37.8687886, -122.2592009]
CHICAGO HUMANITIES FESTIVAL|500 N DEARBORN ST STE 825 CHICAGO IL 60654-7659|Arts Culture and Humanities N.E.C.|True|2016|2015.0|5359896.0|3168272.0|11705645.0|88705.0|4032079.0|476972.0|[41.890955, -87.62974]
CHICAGO HISPANIC HEALTH COALITION|IMHR MC764 1819 W POLK ST 246 CHICAGO IL 60612-0000|Public Health Program (Includes General Health and Wellness Promotion Services) Health — General and Rehabilitative|True|2016|2015.0|290941.0|299832.0|63932.0|0.0|290941.0|0.0|[37.8687886, -122.2592009]
CHICAGO PRINCIPALS & ADMINISTRATORS ASSOCIATION|20 N WACKER DR STE 1545 CHICAGO IL 60606-2967|Education N.E.C.|True|2015|2015.0|850047.0|840479.0|177451.0|147835.0|0.0|778176.0|[37.8687886, -122.2592009]
CHARLES S BRUNO CHARITABLE TRUST|10 S DEARNBORN IL1-0117 CHICAGO IL 60603-2300|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014.0|182845.0|98245.0|1633432.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
CHICAGO PRIME TIMERS|PO BOX 146681 CHICAGO IL 60614-8550|Recreational Pleasure or Social Club Recreation Sports Leisure Athletics|False|2010||||||||[37.8687886, -122.2592009]
CHICAGO COSMETOLOGIST ASSOCIATION|440 S LASALLE SUITE 2325 CHICAGO IL 60605-1028||True|2015|2015.0|4037474.0|4498068.0|1073163.0|963720.0|212375.0|3806026.0|[37.8687886, -122.2592009]
CHICAGO FIRE DEPT FIREFIGHTER & PARAMEDIC RETIREE MEMORIAL PARK|1069 W 14TH PL UNIT 332 CHICAGO IL 60608-2080|Commemorative Events Arts Culture and Humanities|True|2015|2015.0|9756.0|249.0|25513.0|0.0|9750.0|0.0|[41.8622734, -87.6528663089424]
CHILDRENS HOSPITAL OF CHICAGO FACULTY PRACTICE PLAN INC|737 N MICHIGAN AVE STE 2040 CHICAGO IL 60611-6649||True|2016|2015.0|6074807.0|8797587.0|16498237.0|0.0|0.0|6668411.0|[41.8960614, -87.6238654]
CHICAGO CORINTHIAN YACHT CLUB JUNIOR FLEET INC|3712 N BROADWAY CHICAGO IL 60613-4235|Swimming Water Recreation Recreation Sports Leisure Athletics|False|2002||||||||[37.8687886, -122.2592009]
CHICAGO YOUTH BOXING CLUB INC|2300 S MILLARD AVE CHICAGO IL 60623-3109|Amateur Sports Clubs Leagues N.E.C. Recreation Sports Leisure Athletics|True|2015|2015.0|161856.0|141138.0|55226.0|4108.0|142012.0|0.0|[41.84964075, -87.7165339673586]
CHICAGO FOUNDATION FOR EDUCATION|1 N LA SALLE ST STE 1675 CHICAGO IL 60602-3937|Elementary Secondary Education K - 12 Educational Institutions and Related Activities|True|2016|2016.0|725324.0|802078.0|1250837.0|36728.0|675081.0|3833.0|[37.8687886, -122.2592009]
CHICAGO INTERACTIVE MARKETING ASSOCIATION|PO BOX 543481 CHICAGO IL 60654-0000|Promotion of Business Community Improvement Capacity Building|True|2015|2015.0|654687.0|695427.0|234023.0|0.0|101206.0|553410.0|[37.8687886, -122.2592009]
CHICAGO AREA CATHOLIC DEAF CENTER FOUNDATION|7050 W BELMONT CHICAGO IL 60634-4514|Roman Catholic Religion-Related Spiritual Development|False|2005||||||||[37.8687886, -122.2592009]
CHICAGO FAMILY HEALTH CENTER INC|9119 S EXCHANGE AVE CHICAGO IL 60617-4225||True|2016|2015.0|21445438.0|19061766.0|23887656.0|7612726.0|7594044.0|13734320.0|[41.72924025, -87.5522197197992]
CHARLOTTE & NORMAN CODO CHARITABLE TR|10 S DEARBORN CHICAGO IL 60603-2300|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2015.0|169073.0|113802.0|1522949.0|0.0|45747.0|0.0|[37.8687886, -122.2592009]
CHICAGO MOVING COMPANY|HAMLIN PARK FIELDHOUSE 3035 N HOYNE CHICAGO IL 60618-0000||True|2016|2015.0|76773.0|75974.0|132322.0|60666.0|53870.0|22770.0|[41.93731535, -87.6798934585443]
CHICAGO EDUCATION PARTNERSHIP|416 N LARAMIE AVE CHICAGO IL 60644-1906|Elementary Secondary Education K - 12 (B29) Educational Institutions and Related Activities|True|2015|2015.0|533602.0|442830.0|256139.0|165367.0|533602.0|0.0|[41.8881788, -87.7557467458586]
CHICAGO FOUNDATION FOR WOMEN|140 S DEARBORN ST STE 400 CHICAGO IL 60603-5229||True|2016|2016.0|4525711.0|3911765.0|14056039.0|327719.0|4107968.0|0.0|[41.8797959589532, -87.629466580759]
CHICAGO UROLOGICAL SOCIETY|20 N MICHIGAN AVE STE 700 CHICAGO IL 60602-4822|Professional Societies Associations Diseases Disorders Medical Disciplines|True|2016|2016.0|285887.0|199316.0|818849.0|13750.0|0.0|285887.0|[41.8827545, -87.6247213]
CHICAGO WALDORF SCHOOL|1300 W LOYOLA AVE CHICAGO IL 60626-5104|Primary Elementary Schools Educational Institutions and Related Activities|True|2015|2015.0|7293790.0|6699665.0|3437356.0|1038074.0|736146.0|6527169.0|[42.00172775, -87.6638324499688]
CHICAGO JOURNEYMEN PLUMBERS LOCAL 130 130 CHICAGO LOCAL|1340 WEST WASHINGTON BLVD CHICAGO IL 60607-1980||True|2015|2015.0|11146738.0|10337365.0|18107135.0|71466.0|6553.0|11256841.0|[41.88332945, -87.6615172933258]
CHICAGO ARTS PARTNERSHIPS IN EDUCATION|228 S WABASH AVE STE 500 CHICAGO IL 60604-2377|Educational Services and Schools - Other (B95Z) Educational Institutions and Related Activities|True|2015|2015.0|1485257.0|1268677.0|1084903.0|33060.0|1268970.0|214979.0|[41.87861775, -87.6266009691471]
CHICAGO ORNITHOLOGICAL SOCIETY|332 S MICHIGAN AVE STE 1032 CHICAGO IL 60604-4366|Bird Sanctuary Preserve Animal-Related|False|2005||||||||[37.8687886, -122.2592009]
CHICAGO TOUGALOO COLLEGE ALUMNI ASSOCIATION INC|9122 S MICHIGAN AVE CHICAGO IL 60619-6619|Religion Related Spiritual Development N.E.C.|True|2016|2015.0|0.0||1.0|0.0|0.0|0.0|[41.7283045, -87.6211575543776]
CHICAGO NEIGHBORHOOD INITIATIVES INC|1000 E 111TH ST CHICAGO IL 60628-4614|Economic Development Community Improvement Capacity Building|True|2016|2015.0|5842514.0|4042910.0|16891837.0|3290055.0|5235673.0|1107130.0|[41.69442705, -87.59923305]
CHIESA NUOVA|110 W MADISON ST CHICAGO IL 60602-4102|Arts Cultural Organizations - Multipurpose Arts Culture and Humanities|False|2010||||||||[37.8687886, -122.2592009]
CHICAGO REAL ESTATE COUNCIL|1 S WACKER DR STE 800 CHICAGO IL 60606-4650|Real Estate Organizations Community Improvement Capacity Building|True|2015|2015.0|75045.0|78090.0|40673.0|0.0|27655.0|39697.0|[41.8814514, -87.6361916966282]
CHICAGO TECH ACADEMY CHITECH|1301 W 14TH ST CHICAGO IL 60608-1409|Elementary Secondary Education K - 12 Educational Institutions and Related Activities|True|2015|2015.0|4933539.0|4746852.0|2076723.0|355341.0|4861730.0|61695.0|[41.86297815, -87.6593181832492]
CHICAGO ASSOCIATION OF LAW LIBRARIES|PO BOX 1767 CHICAGO IL 60690-1767||False|2010||||||||[37.8687886, -122.2592009]
CHICAGO PRAISE MINISTRIES|7510 S WABASH AVE CHICAGO IL 60619-1608|Arts Culture and Humanities N.E.C.|False|2001||||||||[37.8687886, -122.2592009]
CHICAGO RECYCLING COALITION INC|PO BOX 87442 CHICAGO IL 60680-0442|Alliance/Advocacy Organizations Environmental Quality Protection and Beautification|False|2004||||||||[37.8687886, -122.2592009]
CHICAGO VOTES|234 S WABASH AVE 6TH FLOOR CHICAGO IL 60604-2370|Voter Education Registration Civil Rights Social Action Advocacy|True|2015|2015.0|253293.0|332955.0|5303.0|594.0|83813.0|30000.0|[41.87851385, -87.6265065067685]
CHETWYN RODGERS DRIVE DEVELOPMENT COMMITTEE CRDDC|25 N CICERO AVE CHICAGO IL 60644|Employment Procurement Assistance Job Training Employment Job-Related|False|2010|2010.0|292019.0|267780.0|1148351.0|256767.0|162426.0|40739.0|[37.8687886, -122.2592009]
CHARLES W BLAIR TESTAMENTARAY TR B 3601021300 JP MORGAN CHASE BANK NA|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014.0|15129.0|10763.0|148456.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
CHICAGO CORINTHIAN YACHT CLUB|3712 N BROADWAY STE 319 CHICAGO IL 60613-4235||True|2016|2016.0|271996.0|222099.0|454488.0|1635.0|214005.0|37050.0|[41.9494587942033, -87.6486690182592]
CHICAGO FEDERATION OF LABOR WORKFORCE AND COMMUNITY INITIATIVE|130 E RANDOLPH STREET CHICAGO IL 60601-6207|Employment Procurement Assistance Job Training Employment Job-Related|True|2016|2015.0|3299600.0|3272265.0|954429.0|1088344.0|3299600.0|0.0|[41.88498475, -87.623111931223]
CHICAGO 2015 INAUGURAL COMMITTEE|845 W WOLFRAM STREET CHICAGO IL 60657-5158|Voter Education Registration Civil Rights Social Action Advocacy|True|2015|2015.0|275000.0|265167.0|44020.0|0.0|275000.0|0.0|[41.93331345, -87.650790664481]
CHICAGO IRISH BROTHERHOOD|855 N LA SALLE DR CHICAGO IL 60610-3219|Public Foundations Philanthropy Voluntarism and Grantmaking Foundations|False|2009||||||||[37.8687886, -122.2592009]
CHICAGO 2006 FOUNDATION|1426 W LUNT AVE APT 3N CHICAGO IL 60626|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|561.0|2585.0|103514.0|0.0|0.0|531.0|[42.00944475, -87.6670639190939]
CHEYNE WALK FOUNDATION DTD 051997 WALL BERNARD T TTEE|135 S LASALLE ST CHICAGO IL 60603-4177|Named Trusts/Foundations N.E.C. Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014.0|26326.0|34228.0|162593.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
CHILDRENS HOME & AID SOCIETY FOUNDATION|125 S WACKER DR 14TH FL CHICAGO IL 60606-4429|Children's Youth Services Human Services — Multipurpose and Other|True|2016|2016.0|1887300.0|2510452.0|25755018.0|846225.0|1739237.0|0.0|[41.8797471, -87.6364093736259]
CHICAGO CENTER FOR TORAH & CHESED INC|6333 N TROY ST CHICAGO IL 60659|Jewish Religion-Related Spiritual Development|False|2011|2011.0|1917794.0|1724689.0|1932375.0|563522.0|1646854.0|270940.0|[37.8687886, -122.2592009]
CHICAGO ARTISTS CHORALE|720 W GORDON TERRACE CHICAGO IL 60613-2269|Performing Arts Organizations Arts Culture and Humanities|True|2015|2015.0|18412.0|14371.0|9823.0|0.0|11000.0|5012.0|[41.9580922, -87.64858035]
CHICAGO CABARET PROFESSIONALS|PO BOX 408268 CHICAGO IL 60640-8268|Performing Arts Organizations Arts Culture and Humanities|True|2016|2015.0|39013.0|38594.0|26285.0|0.0|11143.0|16165.0|[37.8687886, -122.2592009]
CHICAGO HYDE PARK VILLAGE NFP|5500 S WOODLAWN AVE CHICAGO IL 60637-1621|Community Service Clubs Community Improvement Capacity Building|True|2015|2015.0|34988.0|41344.0|84398.0|1854.0|21622.0|807.0|[41.79480275, -87.5974722195274]
CHICAGO CHILD CARE SOCIETY|5467 S UNIVERSITY AVE CHICAGO IL 60615-5114|Family Counseling Human Services — Multipurpose and Other|True|2016|2015.0|6696648.0|5538205.0|28578813.0|1470541.0|776235.0|3197583.0|[41.79589775, -87.5977071755538]
CHICAGO CAT RESCUE|PO BOX 146338 CHICAGO IL 60614-8544|Animal Protection and Welfare Animal-Related|True|2015|2015.0|77764.0||5792.0|0.0|77764.0|0.0|[41.8957601, -87.6862364]
CHICAGO WILDERNESS TRUST|8 S MICHIGAN AVE STE 900 CHICAGO IL 60603-3456|Children's Youth Services Human Services — Multipurpose and Other|True|2015|2015.0|577282.0|558877.0|455815.0|38692.0|577265.0|0.0|[41.8819299, -87.6247089]
CHICAGO ACCESS CORPORATION|1309 S WOOD ST CHICAGO IL 60608-1204||True|2015|2014.0|2969731.0|2740323.0|5623851.0|854133.0|42475.0|2015.0|[41.8648069988112, -87.6711824666402]
CHICAGO POST-PRODUCTION BENEFIT FUND INC|1530 S STATE ST APT 412 CHICAGO IL 60605-2966|Fund Raising and/or Fund Distribution Employment Job-Related|True|2015|2015.0|2.0|10878.0|17173.0|0.0|0.0|0.0|[41.8610377, -87.6278713]
CHICAGOLAND EYE & RETINA FOUNDATION|1 E WACKER DR STE 3150 CHICAGO IL 60601-1910|Eye Research Medical Research|True|2015|2015.0|168880.0|221613.0|827.0|65666.0|168880.0|0.0|[41.8864657, -87.6273934092052]
CHICAGO GENEALOGICAL SOCIETY|PO BOX 1160 CHICAGO IL 60690-1160||False|2002||||||||[37.8687886, -122.2592009]
CHICAGO POLICE FOOTBALL TEAM|11140 S AVENUE F CHICAGO IL 60617-6705|Football Clubs Leagues Recreation Sports Leisure Athletics|True|2016|2016.0|64300.0|69801.0|26780.0|7395.0|8715.0|14735.0|[41.692416, -87.5307414168664]
CHICAGO MONTESSORI NFP|1713 W CULLOM AVE CHICAGO IL 60613-1101|Kindergarten Preschool Nursery School Early Admissions Educational Institutions and Related Activities|True|2015|2015.0|1274786.0|1164388.0|312804.0|210930.0|8810.0|1265880.0|[41.9596302709258, -87.6733605919113]
CHICAGO COMMUNITY ALLIANCE|2602 W 16TH ST CHICAGO IL 60608-1721|Nutrition Programs Food Agriculture and Nutrition|True|2016|2016.0|58618.0|57443.0|4369.0|0.0|58618.0|0.0|[41.8595956, -87.6910173576551]
CHARLES TILLMAN CORNERSTONE FOUNDATION|939 W NORTH AVE STE 750 CHICAGO IL 60642-7142|Human Service Organizations - Multipurpose Human Services — Multipurpose and Other|True|2015|2015.0|153222.0|239242.0|140042.0|9339.0|109409.0|43710.0|[41.9107777621008, -87.6519169389001]
CHICAGO COLLECTIONS CONSORTIUM INC NFP|2350 N KENMORE AVE CHICAGO IL 60614-3210|Museum Museum Activities Arts Culture and Humanities|True|2016|2016.0|185845.0|243271.0|30277.0|0.0|91195.0|0.0|[41.92501815, -87.655437020985]
CHICAGO CHILDRENS THEATRE|1464 N MILWAUKEE AVE 2ND FL CHICAGO IL 60622-9225|Theater Arts Culture and Humanities|True|2015|2015.0|2289946.0|1510170.0|8498639.0|5169549.0|1684603.0|351476.0|[41.9084518, -87.6746764]
CHEDER LUBAVITCH ENDOWMENT FOUNDATION|30 SOUTH WELLS STREET NO 4049 CHICAGO IL 60606-5054|Community Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2015.0|0.0||1.0|0.0|0.0|0.0|[41.881119384239, -87.6339161435425]
CHARLIE TROTTERS CULINARY EDUCATION FOUNDATION|40 EAST CHICAGO AVENUE 418 CHICAGO IL 60611-2026|Single Organization Support Educational Institutions and Related Activities|True|2016|2016.0|59084.0|182279.0|67334.0|0.0|59084.0|0.0|[41.89693725, -87.6264251682144]
CHICAGO COMMUNITY CHORUS|2204E73RDST CHICAGO IL 60649-0000|Singing Choral Arts Culture and Humanities|False|2013|2013.0|83270.0|72368.0|27352.0|0.0|75725.0|0.0|[37.8687886, -122.2592009]
CHICAGOS GREEN CITY MARKET PROGRAM|2613 W LAWRENCE AVENUE CHICAGO IL 60625-3494|Agricultural Programs Food Agriculture and Nutrition|True|2015|2015.0|749902.0|672723.0|367533.0|9544.0|202306.0|368972.0|[41.96834035, -87.694195560699]
CHICAGO JAVA USER GROUP INC|PO BOX 2465 CHICAGO IL 60690-2465|Promotion of Business Community Improvement Capacity Building|True|2015|2015.0|5126.0|2695.0|16532.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
CHICAGO CHAPTER NATIONAL BLACK MBA ASSOCIATION INC|PO BOX 8513 CHICAGO IL 60680-8501|Education N.E.C.|True|2015|2015.0|78047.0|105388.0|110818.0|6978.0|61370.0|16241.0|[37.8687886, -122.2592009]
CHICAGO HISTORY THEATRE|150 N MICHIGAN AVE STE 2130 CHICAGO IL 60601-7569|Theater Arts Culture and Humanities|False|2001||||||||[37.8687886, -122.2592009]
CHICAGO ESTATE PLANNING COUNCIL|330 N WABASH AVENUE CHICAGO IL 60611-3586||True|2015|2015.0|343069.0|337316.0|161825.0|28908.0|0.0|342450.0|[41.8886492, -87.6275875603297]
CHICAGO ALLIANCE AGAINST SEXUALEXPLOITATION|307 N MICHIGAN AVE STE 1818 CHICAGO IL 60601-5408|Women's Rights Civil Rights Social Action Advocacy|True|2015|2015.0|1324228.0|1330871.0|470386.0|22317.0|1275634.0|8718.0|[41.88709945, -87.6241610748764]
CHICAGO SOCCER REFEREE CLUB|3763 N WAYNE AVE APT 2E CHICAGO IL 60613-3790|Recreational Pleasure or Social Club Recreation Sports Leisure Athletics|True|2015|2015.0|16594.0|16760.0|5388.0|0.0|0.0|0.0|[41.950195816864, -87.6627796129284]
CHIC & COOK COUNTY BLDG & CONST TRADES COUNCIL LABOR-MAN CORP COMM CHICAGO & COOK COUNTY BLDG & CONST|150 N WACKER DR STE 1850 CHICAGO IL 60606-1657|Labor Unions Organizations Employment Job-Related|True|2015|2015.0|18500.0|10675.0|45587.0|0.0|0.0|18500.0|[37.8687886, -122.2592009]
CHICAGO PSYCHOANALYTIC SOCIETY|122 S MICHIGAN AVE STE 1300 CHICAGO IL 60603-6184||True|2016|2016.0|10173.0|20193.0|68824.0|0.0|0.0|0.0|[41.8796992, -87.6246794]
CHICAGO VOLUNTEER LEGAL SERVICES FOUNDATION|33 N DEARBORN ST STE 400 CHICAGO IL 60602-3116||True|2015|2015.0|2291400.0|2610915.0|1939286.0|394524.0|1962408.0|0.0|[41.88291505, -87.6291001863669]
CHICAGO HISTORICAL SOCIETY|1601 N CLARK ST CHICAGO IL 60614-6038|History Museums Arts Culture and Humanities|True|2015|2015.0|19195261.0|16347615.0|123196060.0|64779884.0|9407033.0|1201831.0|[41.9119872, -87.6314864700646]
CHICAGO PROFESSIONALS FOR YOUTH FOUNDATION INC|33 W ONTARIO ST APT 53F CHICAGO IL 60654-7775|Children's Youth Services Human Services — Multipurpose and Other|True|2015|2015.0|200468.0|142504.0|43238.0|8841.0|200468.0|0.0|[41.89285925, -87.6292175246499]
CHICAGOLAND HEALTHCARE RISK MANAGEMENT SOCIETY|PO BOX 6229 CHICAGO IL 60606-0229|Business and Industry Community Improvement Capacity Building|True|2016|2016.0|96359.0|107616.0|92427.0|0.0|43525.0|33645.0|[37.8687886, -122.2592009]
CHICAGO COALITION TO SAVE OUR MENTAL HEALTH CENTERS|5750 W IRVING PARK RD CHICAGO IL 60634-2623|Mental Health Crisis Intervention N.E.C.|True|2016|2015.0|100712.0|86946.0|31805.0|25260.0|55073.0|0.0|[37.8687886, -122.2592009]
CHICAGO CENTER FOR ARTS AND TECHNOLOGY INC|1701 W 13TH ST CHICAGO IL 60608-1207|Vocational Training Employment Job-Related|True|2015|2015.0|8349300.0|221006.0|8160850.0|0.0|8348466.0|0.0|[41.86486275, -87.6690708430778]
CHICAGO CHAPTER FOUNDATION AMERICAN INSTITUTE OF ARCHITECTS|35 E WACKER DR STE 250 CHICAGO IL 60601-2116||True|2015|2015.0|129026.0|87319.0|234617.0|0.0|127163.0|0.0|[41.8864669, -87.6267442398263]
CHICAGO DANCING COMPANY NFP|PO BOX 101043 CHICAGO IL 60610-8900|Dance Arts Culture and Humanities|True|2015|2015.0|593711.0|688727.0|414356.0|16594.0|524815.0|9000.0|[37.8687886, -122.2592009]
CHICAGO CENTER FOR VISION RESEARCH LTD|676 N SAINT CLAIR ST STE 1500 CHICAGO IL 60611-2995|Eye Research Medical Research|True|2015|2015.0|4291.0|540.0|109023.0|0.0|368.0|0.0|[37.8687886, -122.2592009]
CHICAGO AREA PROJECT|55 E JACKSON BLVD STE 90 CHICAGO IL 60604-4466|Delinquency Prevention Crime Legal-Related|True|2015|2015.0|5188825.0|5589182.0|1884640.0|2272892.0|5161408.0|6798.0|[41.87799725, -87.6255633148766]
CHICAGO LATVIAN CHILD CARE AND PRESCHOOL|6201 W PETERSON AVE CHICAGO IL 60646-4602|Child Day Care Human Services — Multipurpose and Other|True|2015|2015.0|144132.0|172259.0|66241.0|500.0|8617.0|110926.0|[41.98990095, -87.7831291897584]
CHICAGO SUMMER FINANCE INSTITUTE INC|1 N FRANKLIN ST FL 29 CHICAGO IL 60606-3615|Vocational Training Employment Job-Related|True|2015|2015.0|235125.0|249278.0|231311.0|0.0|235125.0|0.0|[41.8822924, -87.6349775]
CHICAGO GRASSROOTS CURRICULUM TASKFORCE|4554 N BROADWAY ST STE 326 CHICAGO IL 60640-6084|Educational Services and Schools - Other Educational Institutions and Related Activities|True|2015|2015.0|84668.0|93473.0|8335.0|0.0|14577.0|62869.0|[41.9765847, -87.659861]
CHICAGO FRIENDS SCHOOL|1246 W THORNDALE AVE CHICAGO IL 60660-3348|Primary Elementary Schools Educational Institutions and Related Activities|True|2016|2015.0|174353.0|150199.0|44289.0|63857.0|23549.0|130596.0|[41.990054, -87.661996]
CHICAGO URBAN RECONCILIATION ENTERPRISE|8430 S ESCANABA AVE CHICAGO IL 60617-2503|Intergroup Race Relations Civil Rights Social Action Advocacy|True|2015|2015.0|70095.0|73769.0|15781.0|435.0|70095.0|0.0|[41.7418623, -87.5542054699978]
CHICAGO BOYZ ACROBATIC TRAINING & EDUCATIONAL NFP|811 W 15TH PL UNIT 602 CHICAGO IL 60608-1643|Youth Development Programs Other Youth Development|False|2013|2013.0|66237.0|64857.0|1380.0|0.0|66237.0|0.0|[37.8687886, -122.2592009]
CHICAGO SURFACE FINISHING FOUNDATION|2136 S SAWYER AVE CHICAGO IL 60623-3337|Scholarships Student Financial Aid Services Awards Educational Institutions and Related Activities|True|2016|2016.0|9275.0|9548.0|84098.0|0.0|5565.0|0.0|[41.8523341, -87.7068394861632]
CHICAGO PUBLIC SCHOOLS STUDENT SCIENCE FAIR INC|PO BOX 803945 CHICAGO IL 60680-3945||True|2015|2015.0|243679.0|233735.0|472720.0|0.0|243611.0|0.0|[37.8687886, -122.2592009]
CHICAGO INTELLECTUAL PROPERTY ALLIANCE|120 SOUTH LA SALLE STREET CHICAGO IL 60603-3403|Law International Law Jurisprudence Social Science Research Institutes Services|False|2008||||||||[37.8687886, -122.2592009]
CURCIO FAMILY FOUNDATION|1862 N DAYTON ST CHICAGO IL 60614-5003|Fund Raising and/or Fund Distribution Human Services — Multipurpose and Other|True|2016|2014.0|1001459.0|3003.0|999445.0|989.0|1001000.0|0.0|[41.91555675, -87.6499858057897]
CO TR UA VIOLA J REYNOLDS|135 S LASALLE ST IL4-135-14-19 CHICAGO IL 60603-0000||True|2016|2014.0|379348.0|82616.0|1350509.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
CITADEL GROUP FOUNDATION|131 S DEARBORN STREET CHICAGO IL 60603-5517|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|33.0|399747.0|54735.0|1.0|0.0|1.0|[41.87977775, -87.6285496898442]
CORNERSTONE COUNSELING CENTER OF CHICAGO INC|1111 N WELLS ST STE 400 CHICAGO IL 60610-7632||True|2015|2015.0|1270115.0|1456014.0|275162.0|218704.0|144207.0|1151778.0|[41.90259805, -87.6341155782042]
CREATIVE CYPHER|8356 S GREEN ST CHICAGO IL 60620-3160|Educational Services and Schools - Other Educational Institutions and Related Activities|True|2015|2015.0|10000.0|13500.0|1.0|0.0|10000.0|0.0|[41.74166675, -87.6453396103957]
