109,The Beloved Community,"Founded in 2004 by Rev. Dr. Michael L. Pfleger, Pastor of the Faith Community of St. Sabina, The Beloved Community was born from a long and proven history of activism and community development.
The Beloved Community is geographically located in the Auburn Gresham neighborhood on the south side of Chicago.  In the 1960s, the racial and economic demographics of the community began to change.  Investment left the neighborhood along with its economically stable white residents.  This phenomenon occurred in concert with an influx of African American families who were attracted to the potential that the neighborhood offered them for a new way of life."
110,Teach For America,"Founded in 1990, we have grown to a national movement of 10,400 corps member and over 28,000 alumni working in 46 regions to eliminate educational inequity."
111,Illinois Coalition for Immigrant and Refugee Rights,
112,South Side Community Art Center,The South Side Community Art Center (SSCAC) is the first black art museum established in the United States. It was opened as a community art center in 1940 as a part of President Franklin Delano Roosevelt?s New Deal and Works Progress Administration's Federal Art Project. This initiative was created to breathe new life into a post-war America by and creating jobs and opportunities for its hope-seeking citizens. The center was and continues to be an important center for the development Chicago's African American artists and the community.After a long well organized effort by Chicago African American artists and the community the center opened in a Georgian Revival-style former residence. The center prides itself on this architectural history and the community-funded reconstruction which brought the then-emerging Bauhaus style to life on the south side of Chicago. Since the May 1941 dedication by First Lady Eleanor Roosevelt the center has jump-started the careers for many artists including Archibald Motley Jr.
113,Chicago Urban League,"CUL - an affiliate of the National Urban League - is one of the nation's oldest and largest community-based movements devoted to the economic empowerment of African Americans. CUL has a 96-year history of collaboration between a diverse group of public, private, corporate and individual resources. CUL programs help create a better standard of living for families facing barriers created by poverty, crime and low-quality education. CUL delivers its programs and services through five departments: Workforce Development, Human Capital Development, Education, Housing and Entrepreneurship Center."
114,CEOs for Cities,"CEOs for Cities was founded in 1998 by Paul Grogan, author of Comeback Cities and President of the Boston Foundation. Mayor Richard Daley of Chicago, Dr. Eugene Trani, President of Virginia Commonwealth University, and Charles Ratner, President and CEO of Forest City Enterprises, were founding co-chairs. Participants in the CEOs for Cities network mayors, corporate executives, university presidents, foundation officials, property developers, and the heads of economic and civic development organizations lead organizations whose success depends, in part, on the success of cities. No other organization has urban leaders across multiple sectors engaged in shaping and applying its work."
115,Chicago Public Art Group,"Founded in 1972 as Chicago Mural Group, Chicago Public Art Group's mission has evolved over the last two decades to reflect the insight and commitment of its professional artists to do intensely audience/community responsive work. In1986, because many of our projects were no longer murals, we changed our name to Chicago Public Art Group. In recent years, CPAG artists have produced mosaics, sculptures, play structures, cement relief sculptures, and park designs."
116,South East Chicago Commission,"The South East Chicago Commission (SECC) was formed and announced to the public in May of 1952 focusing its efforts on reducing crime in the Hyde Park neighborhood around the University of Chicago.  The non-profit organization was developed and established by the ""Committee of Five"", a group headed by Lawrence A. Kimpton, the Chancellor of the University of Chicago at the time, and also consisted of Rabbi Louis L. Mann of Sinai Temple, Fred Sprowles, director of the Hyde Park YMCA, Ursula Stone, professor of economics at George Williams College, and Hubert L. Will, an attorney and a past director of the Conference.   The SECC was the University?s commitment to the neighborhood, and continues to be one of the main contributors to funding and implementing community projects.In the early years, among other initiatives the Commission improved street lighting, established a police observer corps, inspected local taverns for legal compliance, targeted specific blocks and buildings for redevelopment, organized block"
117,River North Dance Company,Founded in 1989 by four visionary dancers/choreographers and now led by Artistic Director Frank Chaves and Executive Director Gail Kalver River North has established itself as one of Chicago?s leading dance companies and one of the most popular national repertory companies receiving critical acclaim in the U.S. (33 states/183 venues) and internationally (performances in South Korea and Colombia a second European tour in October 2011 and tours to Russia in April/May 2012 and China in October 2012).Highly skilled and emotive dancers stimulating music and bold commanding choreography are the hallmarks of this jazz-based contemporary company. The repertoire demonstrates depth and sophistication yet what remains constant is the commitment to creating an accessible enriching experience for audiences comprised of seasoned dance patrons as well as those having their first encounter with concert dance. RNDC?s concerts are programmed to invite the audience on an emotional journey; there is no narrative yet there is an 
118,Women’s Business Development Center,"The WBDC is an internationally and nationally recognized leader in the field of women?s economic development.  It was founded in 1986 to provide services and programs to support and accelerate women?s business ownership, strengthening the impact of women on the economy.  It carries out these activities, as well as others, through its Women?s Business Center (WBC), Small Business Development Center (SBDC) and Procurement Technical Assistance Center (PTAC). Over the years the WBDC has earned a reputation for quality, comprehensive, and responsive programming and support for prospective, emerging, and established women business owners. The WBDC is headquartered in Chicago and serves a nine-state Midwest region, (Kansas, Illinois, Iowa, Minnesota, Missouri, Nebraska, North Dakota, South Dakota, Wisconsin ), with certification, corporate and public sector procurement opportunities and capacity building to scale businesses to compete in the marketplace."
119,Rush Hour Concerts at St. James Cathedral,
120,Infant Welfare Society of Chicago,
121,Son Chiquitos,"?Son Chiquitos!  is an organization of families, educators, musicians and artists working since 2010 to create programs that ensure Spanish language development for children through music, and affirming culturally conscious ways of being.  ?Son Chiquitos!  hosts free and sliding-scale or donation-based Saturday programs during the academic year, and through a 3-week Summer Camp.  Programs are welcoming to children of all ages, with many starting at 4 months of age for early exposure to music and  traditional children?s activities.  Parents, grandparents, siblings, aunts and uncles, and family friends participate, reflecting the community base of the program and an environment that allows children to explore freely, with ample support.  Built only through word of mouth, in its first 18 months, ?Son Chiquitos! was featured on two national Univision programs, Depierta Am?rica, and Delicioso, highlighted because of its positive impact on Spanish language development and sense of Latino heritage for children and  "
122,Fifth House Ensemble,The Chicago-based Fifth House Ensemble  (5HE) was formed in 2005 as a large mixed-instrumentation group with an insatiable desire to bring chamber music to audiences of all types. From its first season 5HE has created performance opportunities at unexpected venues including restaurants parks libraries fashion shows and bars including cultural strongholds like the Adler Planetarium and Shedd Aquarium. In 2007 5HE established its annual concert series as a way to explore the art of multi-media narrative chamber music through collaborations with artists as diverse as graphic novelists actors directors and dancers. The Signature Series is currently presented free of charge at the Chicago Cultural Center's Preston Bradley Hall and at neighborhood venues throughout the Chicago Park District. These concerts attract an audience of culturally curious young professionals ages 25-35 who are new to the classical music art form chamber music enthusiasts ages 55+ and families throughout Chicago's north west and south side 
123,"Matthew House of Chicago, Inc.",
124,Global Philanthropy Partnership,
125,Latino Policy Forum,"The Forum began as an advocacy and fair housing organization specializing in serving the Latino community. Since its inception, the agency has drawn its board and staff leadership from people with roots in every part of the Latino community and every walk of life, including community members, professionals, academics, to improve the quality of life, eliminate barriers, and create opportunities in Chicago and in the surrounding counties."
126,American Writers Museum Foundation,"The AWMF was incorporated in 2009 and received IRS approval as a 501 (c) 3 organization in 2010. It is governed by an 11- member board of directors. The Executive Planning Team directs day-to-day operations. Our National Advisory Council serves as a curatorial committee, providing advice on museum content and presentation. Biographical information is available at our website, americanwritersmuseum.org."
127,Americans for the Arts,
128,Metropolis Strategies,
129,Cook County Justice for Children,"The Jane Addams Juvenile Court Foundation (JAJCF) was created by the Chicago Community Trust based on the recommendation of a Blue Ribbon Committee to rekindle interest in one of Cook County's pioneering institutions, the Cook County Juvenile Court, and to galvanize support for its reform. The long-term goals of JAJCF were to promote the capacity of the Court to guide troubled children and families toward stable, productive, and healthy lives and to return this Court to its original stature as the preeminent model of compassionate and effective justice for children, families, and communities.CCJC is a natural evolution from the work of JAJCF?s ten-year mission of juvenile justice system reform and builds upon the relationships and proven track record established by the JAJCF.  In 2002, JAJCF completed a comprehensive strategic planning process, in partnership with the leadership of the juvenile court and a broad base of the court?s stakeholders. JAJCF then kicked-off a finite ten-year mission to bring that pl"
130,Kolbe House Catholic Ministry,"Fr. Lawrence J. Craig, who had been involved in the juvenile criminal justice system for many years, became the first director of Kolbe House as well as pastor of Assumption Church. Cardinal Joseph Bernardin accepted and endorsed Father Craig's plan to start a parish-based criminal justice ministry. Fr. Craig felt that the standard jail or prison ministry needed to have a more comprehensive scope and to provide services not only to those incarcerated, but also to victims of crime, to workers in the system, to the families of the detained, and to individuals and families suffering from similar problems. He wanted to advocate for alternatives to incarceration, programs for prevention and deterrence, as well as aftercare for those released. After Fr. Craig's death in 2006, Fr. Arturo Perez Rodriguez was appointed by Francis Cardinal George to be Pastor of Assumption Parish and Director of Kolbe House. Kolbe House is named in honor of St. Maximilian Kolbe, who had been executed in a concentration camp during Worl"
131,Teen Parent Connection Inc.,
132,Community Foundation of Northern Illinois Alliance of Illinois Community Foundations,
133,Segundo Ruiz Belvis Cultural Center,"The Segundo Ruiz Belvis Cultural Center (SRBCC), a non-for profit, tax-exempt organization, is the oldest Puerto Rican cultural center in Chicago. Established in 1971, it was named in honor of Segundo Ruiz Belvis, a Puerto Rican patriot and member of the secret abolitionist society in Puerto Rico that bought and freed slave children.  The society contributed greatly to the end of slavery in Puerto Rico in 1873. In that spirit, the Center works to build a society that respects and supports people regardless of their race, culture and background."
134,Barrel of Monkeys Productions,"Barrel of Monkeys (BOM) is an arts education theater ensemble that works with under-served students in Chicago Public Schools (third-fifth grades). The mission is to create an alternative learning environment in which children share their personal voices and celebrate the power of their imaginations.
Barrel of Monkeys was co-founded by Dr. Erica Halverson and Halena Kays. Inspired by Griffinâs Tale, a successful student-run theatre company at Northwestern University, Halverson and Kays brought the Evanston-based concept to Chicago Public Schools in dire need of literacy and arts programming. From the beginning, the company endeavored to facilitate creative expression while improving the quality and consistency of writing and literacy skills in elementary school students. Halverson, who holds a Ph.D. in Education and Social Policy, developed BOMâs first curriculum model based on research demonstrating that stimuli provided through pictures, song, movement, and play-acting are essential to child development. B"
135,FamilyFarmed.org,"FamilyFarmed.org began as part of Sustain, a 501c3 launched on the heels of a successful campaign to shut down an incinerator releasing 150,000 pounds of lead into the air annually. Sustain developed the âKeep Organic Organicâ campaign, a partnership of grassroots organizations and the Organic Trade Association, to oppose proposed USDA rules that would have allowed GMO, irradiated, and sewage sludge-grown food to be labeled organic. As a result of this work, the USDA received 275,000 comments and rewrote the rules."
136,Cabrini Green Legal Aid,Cabrini Green Legal Aid was founded in 1973 after a local pastor challenged a young attorney Chuck Hogren to respond to requests for help from youth in the Cabrini Green public housing development by founding a legal aid clinic. Chuck devoted the next 24 years to representing and advocating for Cabrini Green residents. CGLAâs early work was predominantly criminal defense and grew slowly into a small office with two to four attorneys at various times practicing across a wide range of legal issues.In the mid-1990s as the demolition of Cabrini Green began and Chuck was looking toward retirement CGLAâs Board of Directors expanded the organizationâs geographic borders to include the entire city of Chicago and based on a study funded by the Trust focused CGLAâs services on three areas of law: criminal defense housing and family law. CGLA was able to continue to do criminal defense work because unlike many of our sister agencies in legal aid we remained almost entirely privately funded.It was CGLAâs criminal experti
137,Juvenile Justice Initiative,"In the 1990s Illinois state legislators established a task force to create a new juvenile justice code. Prosecutors took over the role of the task force drafting a new juvenile code and eventually passing a bill over the protests of defense attorneys law schools judges the state bar association and community advocates. Then-State Sen. Barack Obama expressed concern over the need for greater consensus around juvenile justice policies. Various foundations decided there was a need to ""broaden the debate"" around juvenile justice in Illinois. The Woods Fund of Chicago on whose board Sen. Obama was serving and the MacArthur Foundation joined together to create the Juvenile Justice Initiative. The Juvenile Justice Initiative began in January of 2000 with a one year start-up grant from the MacArthur Foundation in partnership with funding from the Woods Fund of Chicago. Betsy Clarke was tapped to be its founding chief executive and she remains today as its president and chief executive officer.Thanks to advocacy by JJ"
138,Children’s Home and Aid Society of Illinois,
139,The Council on Foundations,
140,Community Outreach Volunteers,"Community Outreach Volunteers NFP (COV) began in 2006 as a small initiative serving 10 young people from Curie High School, Richardson High School and Kennedy King College. COV's vision is to transform these communities into training grounds for the empowerment and development of residents seeking to improve their lives through hard work and service. Since COV's inception as a 501(c) 3 nonprofit organization, it has increased its pool of volunteers from 1 to 40. COV now has four full time and five part-time staff that serve with COV's holistic and culturally sensitive programs. The main goals for COV are to provide: after-school tutoring and mentoring, Nutrition and Physical education training, recruit, train, screen volunteers, Computer, workforce and leadership training to the Community. The community served is the Englewood Community. The geographical area is: 68."
141,American Red Cross of Greater Chicago,"The Red Cross idea was born in 1859, when a young Swiss named Henry Dunant arrived at a battle scene in Solferino, Italy, where he witnessed the human suffering caused by war and organized local people to comfort and care for wounded soldiers. In 1881, Clara Barton organized the American Association of the Red Cross after learning about the Red Cross movement that had started in Europe. From its early days, the U.S. Congress has recognized the value and importance of the Red Cross. Our mandate is twofold: to act during times of disaster to provide emergency food and shelters; and as a vital communications partner between active military personnel and their families year-round. Since 1915 the American Red Cross of Greater Chicago has helped people in northeast Illinois to prepare for and cope with emergencies. Within weeks of receiving its charter, the Chapter responded to the citys worst disaster the sinking of the Eastland on the Chicago River. The Chicago chapter continues its work to make our community a h"
142,"Common Ground Foundation, Inc.",
143,Lake County Center for Independent Living,
144,Chicago Urban Art Society,
145,Esperanza Health Centers,
146,Urban Land Institute,
147,"Bethel New Life, Inc.","Bethel New Life was created in 1979 when Bethel Lutheran Church saw the need to combat generational poverty and inequality on Chicagoâs West Side.  Bethel started as a housing ministry, having developed 1,000 units of housing, but soon realized that affordable housing was just one aspect of a sound community. Consequently, services grew more comprehensive, focusing on the total needs of the community, its residents, and the times we lived in. In the 1960s, residents struggled through racial tensions surrounding the civil rights riots. In the 1970s, local factories relocated thousands of hard skills jobs to the suburbs. The 1980s brought a recession and more jobless residents. By the 1990s gentrification led to high cost development projects, requiring highly skilled labor and further ostracizing potential workers. Now, a new recession has left more workers unemployed and further disenfranchised. Bethel is well familiar with the ups and downs of building a community in spite of adversity. We have spent three d"
148,Beacon Therapeutic Diagnostic and Treatment Center,
149,Intonation Music Workshop,"IMW began with a pilot program which was implemented in the Spring of 2006 at Association House of Chicago, a social service agency in Chicagos Humbolt Park neighborhood. The pilot included individual and ensemble instruction for a group of 7 teens meeting once per week in a temporary space for two hours. Over a period of 3 months, a band was formed called Teens-4-Life, who had their public performance in June of 06. In Fall of 2006, the workshop received teaching and instrument support from fiscal sponsor Rock For Kids, which allowed us to secure a dedicated space at Association House and to expand programming to encompass all youth age groups- 5-9, 9-12, and 13-18. Over 35 young musicians took part in the program. Program hours were expanded to 3 hours four days per week.The workshops second performance took place in December with each of the three age groups performing an original piece. 2007 saw continuation of the AHC program, with groups performing at AHC Arts Night, Lollapalooza, and the Rock for Kids "
150,Generation Rescue,
151,"TASC, Inc.",TASC (Treatment Alternatives for Safe Communities) is a nonprofit organization established in 1976 that provides services for individuals who are referred by corrections justice child welfare and other public agencies. The agency's purpose is to see that under-served populations gain access to the services they need for health and self-sufficiency while also ensuring that public and private resources are used efficiently. TASC is the only statewide organization that provides substance use disorder assessments for the felony courts places people into treatment services provides comprehensive care management services to maximize client success and monitors progress for the courts. Operating in every county in the state TASC provides direct services to over 25000 adults and youth with health issues in Illinois each year.Based on its successful program models in Illinois TASC provides consultation and technical assistance to states that seek to build effective systems to intervene with and manage large numbers of
152,Chicago Lighthouse for People Who Are Blind or Visually Impaired,"Over 108 years The Lighthouse has evolved into one of the country's most comprehensive organizations serving people with disabling vision loss or blindness. To mark its first 100 years Lighthouse board and leadership launched the ""Bold Visions"" Centennial Campaign in 2008?which met its goal of $17M to fund programs capital and endowment. We appreciate the Chicago Community Trust?s  generous $500000 gift in 2009 to that campaign. Since then the agency has experienced transformational growth. In August 2008 the agency appointed Janet P. Szlyk Ph.D. a low vision research scientist and Professor at the University of Illinois at Chicago as Executive Director. Dr. Szlyk replaced outgoing Director James Kesteloot who retired and joined The Lighthouse Board of Directors after being appointed to the Committee for Purchase an independent federal agency that administers the Ability One? Program. In September 2008 the banking crisis threw the nation into recession. The Lighthouse investment account was hard hit losing on"
153,Erie Neighborhood House,
154,The Peggy Notebaert Nature Museum The Chicago Academy of Sciences,"Founded in 1857 by naturalist Robert Kennicott, the Chicago Academy of Sciences was one of the Midwests first scientific organizations. The Academys original mission was scientific literacy for all, and the organization offered field trips and seminars for urban residents. In the 1980s, the Academy began offering outreach programs in schools and Chicago youth centers, and these programs became the institutions hallmark. In October 1999, the Academy opened the Peggy Notebaert Nature Museum as its exhibiting branch to showcase its extensive natural history collections and to provide a center for all of its education programs. The institution now offers more than 100 distinct programs each year, ranging from permanent exhibits to educational activities offered in Chicagos underserved communities. All of the Museums activities promote the value of the environment and encourage participants to take action to preserve the regions natural resources."
155,"Youth Job Center of Evanston, Inc.",
156,Chicago Gateway Green,"Chicago Gateway Green (CGG), a well-known Chicago not for profit organization, has as its mission the greening and beautifying of Chicagos expressways, gateways, and neighborhoods.  CGG's work is highly visible in communities across the city of Chicago and its plantings improve the environment and quality of life for millions of residents and visitors."
157,Advocate Charitable Foundation,
158,Rebuild Foundation,
159,South Suburban PADS,South Suburban PADS (Public Action to Deliver Shelter) is a 501(c)3 nonprofit organization that serves households experiencing homelessness at risk of or formerly homeless.  Founded in 1990 the organization has served the south/southwest suburbs of Chicago Illinois for 23 years with an outreach spanning over 55 municipalities in the region served.  Emergency overnight shelter was the lead program initiated by the organization in 1990 as it met the immediate need for those experiencing homelessness.  Since that time South Suburban PADS has become a full service human service organization with a portfolio of emergency and permanent housing.  South Suburban PADS is the chief provider of emergency shelter services in the region and the only program to offer such services on a non-restrictive basis.While the shelters met an immediate need PADS staff communicated with guests in the shelters to identify the barriers that existed preventing them from obtaining self-sufficiency.  This process yielded the development o
160,The Axelson Center for Nonprofit  Management,
161,The Gift Theatre Company,
162,Pacific Garden Mission,
163,Genesis Housing Development Corporation,
164,"CASA of Will County, Inc.",
165,Chicago Community and Workers’ Rights,"The Chicago Community and Workersâ Rights was founded in June 2009 by a group of Latino immigrant workers who saw a need for an organization dedicated to empowering all laborers to defend their rights. The group first came together as part of the Chicago Worker's Collaborative ""Vigilantes Laborales"" program but became an independent institution when the host organization's focus shifted to working primarily with day laborers. Later that year CCWR hired its first executive director and moved to it's current home in Azteca Mall in Little Village.CCWR focuses on supporting immigrant workers and communities of color. These workers face higher rates of exploitation due to real and perceived lack of immigration status language barriers and unfamiliarity with local labor laws. Since it was founded the CCWR has helped thousands of workers throughout Chicago to collectively stand up to employee abuse learn about their rights and in some cases create lasting structures of support. CCWR also collaborates closely with go"
166,Chicago Council on Science and Technology,"As the 21st century begins to unfold, it is clear that we live in a society in which science plays an increasingly significant role. Citizens and their leaders need to achieve a functional level of scientific literacy to deal with issues ranging from global climate change to stem cell research to viral pandemics. It is estimated that about one in four American adults meets a minimal standard of civic scientific literacy. This level of scientific literacy is insufficient to sustain a healthy democratic society or to assure rational consideration of major scientific issues."
167,Illinois Arts Alliance,
168,"Central States SER – Jobs for Progress, Inc.","SER has delivered workforce related services in Chicago for more than 20 years in the South Lawndale and surrounding communities.  With an annual budget of approximately $6 million, SER currently serves over 10,000 individuals through contracts with a variety of federal, state, and local funding sources.  Due to demonstrated effectiveness, SER?s capacity to provide services has increased by 1,000% in the last five years, and several of SER?s programs have been recognized at the local, state and national level.  Central States SER has an established administrative structure and is overseen by an Executive Management team with over 75 years of combined tenure and experience.  The team consists of a President/CEO, Ms. Eva Garza Dewaelsche; a Vice President of Midwest Operations, Ms. Manuela Zarate; and a Chief Financial Officer, Mr. Manuel Vega.  Mr. Vega oversees the accounting department responsible for financial management of all SER operations in Chicago, and has 25+ years of experience with the management o"
169,Community Media Workshop,"Community Media Workshop has been working for more than twenty years to help Midwest nonprofits understand, utilize, and grow their influence in the media landscape.  While the methods of media relations have changed (less faxing and more tweeting), the expertise and innovation of The Workshop has never waivered.  Indeed, The Workshop is the regional expert training nonprofits and journalists to improve how our society understands and tries to solve our most challenging social problems. The Workshop is consistently requested by foundations and other nonprofit organizers to weigh in on the media landscape. The three NEWnews reports that were researched and written by Workshop staff as commissioned by the Chicago Community Trust (available on The Workshopâs website, and at cct.org) document how online news and citizen journalism is increasingly becoming part of the legitimate media landscape. "
170,Music Institute of Chicago,
171,"The Regents of the University of California, San Francisco",
172,The University of Chicago,
173,UCAN,During the Civil War generous Chicago residents opened a home for war orphans and through the years this home grew and evolved into UCAN? a unique and innovative social service organization across the state of Illinois. Today serving nearly 14000 people annually and employing over 500 dedicated employees UCAN offers a full continuum of services with a mission to build strong youth and families through compassionate healing education and empowerment. Serving youth who have suffered trauma?wards of the state victims and perpetrators of violence abuse or neglect or homeless youth ?UCAN?s services are driven by the following values: compassion integrity inclusiveness excellence fairness financial viability advocacy and youth empowerment in their own healing process. UCAN's unique Clinical Philosophy unites and guides all of our programs under a cohesive approach to treating people who are challenged by their histories of trauma. Further UCAN is committed to Diversity & Inclusion and we firmly believe that our div
174,AIDS Legal Council of Chicago,"AIDS Legal Council of Chicago was started in 1988 as a single disease legal assistance organization for low-income people living with HIV in the metropolitan Chicago area. Adapting to the epidemic and the needs of its clients has been a hallmark of its services since its inception and has guided it service expansion efforts over the years. ALCC opened a satellite office on the campus of Cook County Hospital in 1991, establishing what, in effect, became one of the very first medical-legal partnerships in the country aimed at serving people of color receiving medical care at that site. In 1995, as HIV made deeper inroads in the Latino community, ALCC hired its first bilingual attorney. By 2002, the demand from monolingual Spanish-speaking immigrants became so great that a separate immigrantsâ rights project for people with HIV was formed, eventually making immigration the third-most requested area of legal assistance at ALCC."
175,Citizens United for Research in  Epilepsy,
176,Jennifer S. Fallick Cancer Support  Center,
177,Skills for Chicagoland’s Future,"Skills for Chicagolandâs Future was launched in September 2012. Formerly known as Chicago Career Tech (CCT), it began in November 2009 as a career training program. In three years, CCT served more than 1,000 unemployed Chicagoans, coordinating classroom training, hands-on learning and direct pathways to employment with a 91% graduation rate."
178,Boys and Girls Clubs of America,
179,Cambodian Association of Illinois,The Cambodian Association of Illinois (CAI) is a 501(c) (3) nonprofit comprehensive social service organization founded in 1976 by a group of Cambodian refugee volunteers responding to the need of Cambodians resettling in Chicago. CAI serves approximately 5000 Cambodians in Illinois (3000 in the Chicago metropolitan area) most of whom are Cambodian refugees or the children of refugees. CAI is the only non-profit in the Chicago metropolitan area which provides bi-lingual programming to address the interrelated social and economic needs of the Cambodian-American population. In October 2004 CAI established the Cambodian American Heritage Museum & Killing Fields Memorial to preserve Cambodian culture; facilitate the general public?s understanding on genocide and human rights; heal and bring Cambodian-Americans together to move beyond survival to self-sufficiency. The Killing Fields Memorial which is the only memorial of its kind outside Cambodia memorializes and commemorates up to 3.4 million people who died in t
180,Waukegan Public Library Foundation,
181,Storycatchers Theatre,"Founded in 1984, Storycatchers has served thousands of youth in under-resourced neighborhoods and juvenile justice facilities. Storycatchers received a 2013 National Arts & Humanities Youth Program Award from the PresidentÃ¢Â€Â™s Committee on the Arts & Humanities; and prominent figures such as Shirley Brice-Heath, of the Stanford Center on Adolescence, and Ira Glass, host of WBEZÃ¢Â€Â™s This American Life, point to Storycatchers as an example of positive youth development programming that works. "
182,IFF,IFF was created in 1988 by The Chicago Community Trust to enable nonprofit corporations to own real estate to build net assets and improve the quality of facilities for staff and clients. IFF pioneered long-term real estate loans tailored to the financial structure of its borrowers whose revenue is stable over time but does not support market rate financing. In 1996 IFF formally established a Real Estate Services division to meet the needs of borrowers seeking facilities planning and development services. In 2013 IFF completed a five-year strategic plan identifying IFF?s new vision as providing comprehensive solutions with transformational outcomes in low-income and special needs communities in the Midwest by 2018. One of the primary means to accomplish this vision is a new focus on proactive comprehensive community development projects. IFF launched a new Community Strategies Division to leverage IFF?s real estate consulting financing and capital expertise to provide comprehensive community development solut
183,"Chicago Theatre Group, Inc. Goodman Theatre",
184,Center for Tax and Budget Accountability,
185,Chicago Jobs Council,
186,"Harborquest, Inc.","In 1970, armed with a burning desire for worker justice, a few men in Chicago?s Uptown neighborhood created the first alternative staffing service in the nation. They sought to bring a new level of justice to Chicago?s day-labor industry widely known for exploiting workers via wage theft and labor law violations. In the ensuing 41 years, Harborquest has received widespread recognition as an innovator in the battle against urban poverty. It has navigated the most tumultuous era of workforce realignment since the Industrial Revolution without losing its focus on disadvantaged workers. As a private-sector-based social enterprise funded almost entirely on earned income from for-profit business contracts, they quickly learned to respond to the real needs of these customers as well. To date, Harborquest has directly employed and provided work experience to nearly 70,000 Chicagoans, and helped nearly 18,000 workers land full-time jobs with private-sector employers. This service has also produced sales income from sa"
187,About Face Theatre Collective,"Since its inception in 1995, About Face has developed and produced over 30 new productions for Chicago audiences, including 25 world premieres by emerging and nationally recognized theatre artists. Plays developed and produced by About Face have been seen across the country to critical acclaim and major recognition, including the Pulitzer Prize for Drama, the Tony Award for Best Play, 13 Joseph Jefferson Awards, and 14 After Dark Awards.  Other community honors include the highest accolades in Chicago?s gay and lesbian community, notably the Human Rights Campaign Equality Award, the Human First Award, the GLSEN Pathfinder Award, a Presidential Citation from the American Psychological Association, the Cook County Community Empowerment Award, and induction into the Chicago Gay and Lesbian Hall of Fame."
188,Carole Robertson Center for Learning,"The Carole Robertson Center is named in memory of Carole Robertson, Addie Mae Collins, Cynthia Wesley, and Denise McNair, the four children who were tragically killed in the 1963 Birmingham church bombing.  The agency was founded in 1976 by parents and community residents who rallied to save their local school age child care program when its sponsoring agency closed due to financial difficulties. These visionary neighborhood parents created a governance structure to ensure that parents would hold the dominant voice in agency management.  The Carole Robertson Center has demonstrated an ability to evolve in response to the needs of families in the communities it serves.  Growth has been driven by articulated needs from the level of parents and local residents up rather than from within the agency down."
189,Chicago International Movies and Music Festival,
190,Goodcity,
191,Organizing Neighborhoods for Equality: Northside,"Organization Neighborhoods for Equality: Northside (ONE Northside )is a community organization resulting from the merger of Lakeview Action Coalition (LAC) and Organization of the Northeast (ONE).  Together ONE and LAC have a history of nearly 60 years of powerful and effective community organizing.  ONE Northside was founded on July 1 2013.  A copy of the Memorandum of Understanding detailing the motivation behind the merge the added benefits to the community and the organizationâs vision moving forward is available upon request. LAC and ONE have a history of measurable victories that create structural change as well as positively impact the lives of those involved.  A few of those victories include:? Created the Peace Angels a group of 30 volunteers who canvass ""hot spots"" frequented by at risk youth to build relationships and connect them to resources thereby decreasing violence in Rogers Park;? Facilitated over 50 Peace Circles with youth in Rogers Park; building youth leadership and developing an analysi"
192,The Joffrey Ballet of Chicago,"In 1956, Robert Joffrey and Gerald Arpino created a uniquely American company of dancers for whom they choreographed original and relevant ballets, commissioned works from the finest young choreographers, and meticulously reconstructed some of the early masterworks of 20th century repertoire. Dance historians acknowledge that these two men set a new standard in ballet, presenting work that was accessible and meaningful, classically disciplined, and brimming with infectious sprit. They were pioneers whose innovations and discoveries continue to influence ballet companies across the globe."
193,Metropolitan Tenants Organization,The Metropolitan Tenants Organization (MTO) is a 28-year-old grassroots organization.  Our organizationâs beginnings are rooted in a 1981 Community Congress convened to find workable solutions to the affordable housing crisis of that time. The Congress recognized that Chicago needed a citywide organization to represent tenants. It led to a 5-year campaign to pass Chicagoâs landmark Residential Landlord and Tenant Ordinance (RLTO) and the founding of MTO.  Passage of the RLTO is a watershed event in MTOâs history. Since the passage of the RLTO MTO has remained committed to the mission of educating organizing and empowering tenants to have a voice in the decisions that affect the availability and affordability of safe and decent housing.  Our primary goals are to better tenantsâ living conditions and preserve housing stabilize tenancies and prevent homelessness improve communication between landlords and tenants and organize tenants so that they can be assured of safe decent and affordable housing and stable co
194,Openlands Project,
195,Service Club of Chicago,
196,Black Metropolis National Heritage Area Commission,
197,Asian Health Coalition of Illinois,From 1996 through 1999 the agency was run by a volunteer Board and gained visibility in the Asian American community for its annual health conferences and health screening fairs targeting low-income limited-English proficient clients in Chicago. In 1999 AHC was successful in getting a grant from the Illinois Department of Commerce and Cultural Affairs which enabled the agency to hire its first full-time Executive Director. Since that time AHC has streamlined its focus to building strong and innovative health promotion programs in Chicagoâs Asian communities eventually handing over the programs to the local community organizations once the program reaches a sustainable steady state. We continue to increase the breadth and depth of our various programs and are enthusiastic about augmenting our leadership role in Asian American communities.Notable accomplishments in the past 12 months include: (1) With support from the CCT on the colon cancer project in the previous year AHC jointly applied and was awarded a res
198,Regents of the University of California at Berkeley,
199,University of Texas at Austin,
200,Literature For All of Us,"Founded in 1996 by Executive Director Karen Thomson and incorporated the following year, Literature for All of Us has grown from serving 15 low-income teen mothers to serving over 700 young people annually. Through collaborative relationships with schools and community-based organizations in Chicago and Evanston, Literature for All of Us has reached more than 7,000 young people to date. "
201,Evanston Symphony Orchestra,
202,GirlForward,
203,Gads Hill Center,
204,UChicago Impact The University of Chicago,
205,Academy for Urban School Leadership,
