,iyear,imonth,iday,city,latitude,longitude,attacktype1_txt,targtype1_txt,nkill,summary
201,1970,5,1,New York City,40.78306,-73.971249,Facility/Infrastructure Attack,Military,0.0,"5/1/1970: Four unknown perpetrators firebombed a joint armed services recruiting booth in Manhattan, New York, United States.  There were no casualties, but the recruiting booth sustained heavy damages."
202,1970,5,1,Greencastle,39.640397,-86.861622,Bombing/Explosion,Military,0.0,"5/1/1970: Unknown perpetrators placed a bomb on the DePauw University campus in Greencastle, Indiana, United States.  The resulting fire damaged the R.O.T.C. office and university library.  There were no casualties."
203,1970,5,1,New Haven,41.316324,-72.92234300000001,Bombing/Explosion,Educational Institution,0.0,"5/1/1970: Unknown perpetrators detonated a bomb at the Ingalls Skating Rink at Yale University in New Haven, Connecticut, United States.  There were two injuries and the entrance of the building was damaged.  The attack took place during a school dance after a large demonstration protesting the trial of the Black Panther Eight."
204,1970,5,1,New York City,40.844782,-73.864827,Bombing/Explosion,Business,0.0,"5/1/1970: In a series of related incidents, suspected Puerto Rican nationalists detonated two bombs at the Dale Theatre in the Bronx, New York, United States.  Ten people were injured in the attack and the theater sustained light damages.  A third bomb that did not detonate was eventually discovered."
205,1970,5,1,New York City,40.860619,-73.898915,Bombing/Explosion,Business,0.0,"5/1/1970: In a series of related incidents, Puerto Rican nationalists detonated one bomb at the Paradise Theatre in the Bronx, New York, United States.  One person was injured in the attack and the theater sustained light damages."
206,1970,5,1,Champaign,40.1142,-88.243499,Facility/Infrastructure Attack,Business,0.0,"5/1/1970: An organization calling itself Revolutionary Force 26 firebombed the Lincoln Square Mall in Champaign, Illinois, United States.  There were no casualties and the mall sustained only light damage.  The incident occurred after the shooting of Edgar Hoults, an African American, by a Champaign Police Officer."
207,1970,5,1,Champaign,40.1142,-88.243499,Facility/Infrastructure Attack,Business,0.0,"5/1/1970: An organization calling itself Revolutionary Force 26 firebombed the Jos. Kuhn Company in Champaign, Illinois, United States.  There were no casualties and the clothing store sustained only light damage.  The incident occurred after the shooting of Edgar Hoults, an African American, by a Champaign Police Officer."
208,1970,5,4,Jennings,39.645039000000004,-79.183128,Facility/Infrastructure Attack,Government (General),0.0,"5/4/1970: Unknown perpetrators firebombed a barbershop owned by a non-union member in Jennings, Maryland, United States.  There were no casualties but the shop was damaged."
209,1970,5,4,Chapel Hill,35.904912,-79.046913,Bombing/Explosion,Military,0.0,"5/4/1970: Unknown perpetrators detonated a plastic explosive at the R.O.T.C. office at the University of North Carolina, Chapel Hill, United States.  There were no casualties and it unknown whether the office sustained any damages."
210,1970,5,4,Norman,35.22076,-97.44659899999999,Facility/Infrastructure Attack,Government (General),0.0,"5/4/1970: Unknown perpetrators tossed bricks into the window of the Selective Service office in Norman, Oklahoma, United States.  The building was subsequently firebombed.  There were no casualties but it the building was damaged."
211,1970,5,4,Maryville,40.347457,-94.87290899999999,Facility/Infrastructure Attack,Military,0.0,"5/4/1970: Unknown perpetrators threw two Molotov cocktails into the motor vehicle compound of the Missouri National Guard in Maryville, Missouri, United States.  There were no casualties and it is unknown whether the compound sustained damages."
212,1970,5,5,Lewiston,46.404973,-117.00934099999999,Facility/Infrastructure Attack,Military,0.0,"5/5/1970: Joe Schock, an ex-Marine who served in Vietnam, threw a gasoline firebomb into the National Guard Armory in Lewiston, Idaho, United States.  There were no casualties but twenty-nine military vehicles were destroyed, causing an estimated loss of $250,000."
213,1970,5,5,Coral Gables,25.720851,-80.277857,Bombing/Explosion,Educational Institution,0.0,"5/5/1970: Members of the Black Afro Militant Movement (BAMM) bombed the Computer Center at the University of Miami in Coral Gables, Florida, United States.  There were no casualties and it is unknown if the building sustained damages."
214,1970,5,5,Orlando,28.538234999999997,-81.37738900000001,Facility/Infrastructure Attack,Government (General),0.0,"5/5/1970: Unknown perpetrators tossed a firebomb through the window of a Federal Office Building in Orlando, Florida, United States.  There were no casualties but an office in the Social Security Department was heavily damaged."
215,1970,5,5,New York City,40.678178,-73.944158,Bombing/Explosion,Business,0.0,"5/5/1970: Unknown perpetrators detonated a bomb at the Sears, Roebuck & Company Department Store in Brooklyn, New York, United States.  Two women were injured in the blast and it is unknown if the store was damaged."
216,1970,5,6,Oakland,37.805065,-122.27302399999999,Facility/Infrastructure Attack,Government (General),0.0,"5/6/1970: Unknown perpetrators firebombed the Selective Service Office in Oakland, California, United States.  There were no casualties but the building sustained $200 in damages."
217,1970,5,6,Longview,46.143582,-122.92564499999999,Bombing/Explosion,Military,0.0,"5/6/1970: Unknown perpetrators detonated two bombs, probably consisting of dynamite, at the Longview National Guard Armory in Longview, Washington, United States.  There were no casualties and it is unknown whether the explosion caused any damage."
218,1970,5,6,Reading,40.336585,-75.92784300000001,Facility/Infrastructure Attack,Military,0.0,"5/6/1970: Unknown perpetrators set off an incendiary device at the U.S. Army Reserve Center in Reading, Pennsylvania, United States.  There were no casualties and it is unknown whether the resulting fire caused any damages."
219,1970,5,6,Portland,45.511795,-122.675629,Facility/Infrastructure Attack,Government (General),0.0,"5/6/1970: Unknown perpetrators set off a firebomb at a Federal Government Building in Portland, Oregon, United States.  There were no casualties but the building sustained an estimated $1000 in damages."
220,1970,5,6,San Pedro,33.73787,-118.28466399999999,Facility/Infrastructure Attack,Military,0.0,"5/6/1970: Two White males were arrested while they were attempting to firebomb vehicles at the San Pedro National Guard Armory in San Pedro, California, United States.  No firebombs were succesfully ignited."
221,1970,5,6,Portland,45.511795,-122.675629,Facility/Infrastructure Attack,Government (General),0.0,"5/6/1970: Unknown perpetrators threw a firebomb through the glass door of Oregon's Selective Service Headquarters in Portland, United States.  There were no casualties but the entryway and ceiling were damaged."
222,1970,5,6,Boston,42.301631,-71.067605,Facility/Infrastructure Attack,Religious Figures/Institutions,0.0,"5/6/1970: Unknown perpetrators set fire to a sacred Torah Scroll at Chevra Shas synagogue in Boston, Massachusetts, United States.  There were no casualties but the scroll was destroyed.  This is believed to be part of a campaign to scare Jews out of the Dorchester area."
223,1970,5,7,New York City,40.78306,-73.971249,Bombing/Explosion,Business,0.0,"5/7/1970: Unknown perpetrators set off a pipe bomb at a  social club in the ""Little Italy"" section of Manhattan, New York, United States.  There were no casualties and the building sustained only slight damages."
224,1970,5,8,New London,41.356445,-72.096469,Facility/Infrastructure Attack,Military,0.0,"5/8/1970: Unknown perpetrators threw four bombs into the National Guard Armory in New London, Connecticut, United States.  There were no casualties and the resulting fire caused minimal damage."
225,1970,5,9,New York City,40.818985,-73.595724,Facility/Infrastructure Attack,Educational Institution,0.0,"5/9/1970: The Stop the War Coalition claimed credit for setting fire to the Humanities Building at the Brooklyn campus of Long Island University in New York, United States.  Twelve firefighters were injured fighting the blaze and the building sustained $100,000 in damages."
226,1970,5,9,Los Angeles,34.092809,-118.32866100000001,Bombing/Explosion,Government (General),0.0,"5/9/1970: Unknown perpetrators detonated a bomb at a Selective Services office in Los Angeles, California, United States.  There were no casualties but the building sustained an estimated $10,000 in damages."
227,1970,5,9,Sacramento,38.551295,-121.471066,Armed Assault,Police,1.0,"5/9/1970: Sacramento Police Officer Bernard Bennett was shot and killed by a sniper, suspected of being a Black Militant, as the he was patrolling the Oak Park area of Sacramento, United States, with his partner Officer Lloyd Smothers."
228,1970,5,10,Washington,38.890370000000004,-77.031959,Bombing/Explosion,NGO,0.0,
229,1970,5,12,Houston,29.76045,-95.369784,Bombing/Explosion,Telecommunication,0.0,"5/12/1970: A splinter group of the Ku Klux Klan claimed credit for blowing up a transmitter of the radio station KPFT in Houston, Texas, United States.  KPFT radio gave a platform for people with Communist views.  There were no casualties but the station was knocked of the air."
230,1970,5,12,Detroit,42.331685,-83.047924,Facility/Infrastructure Attack,Government (General),0.0,"5/12/1970: Unknown perpetrators set fire to a building housing two Selective Services offices in Detroit, Michigan, United States.  There were no casualties but the Selective Service offices sustained $50,000 in damages."
231,1970,5,13,Des Moines,41.58979,-93.615659,Bombing/Explosion,Police,0.0,"5/13/1970: Suspected members of the Black Panthers bombed the Des Moines Police Station in Iowa, United States.  Two people were injured and the attack caused an estimated $200,000 in damages."
232,1970,5,13,Salt Lake City,40.759505,-111.88822900000001,Bombing/Explosion,Military,0.0,"5/13/1970: Unknown perpetrators bombed the supply building of the Utah National Guard in Salt Lake City, United States.  There were no casualties and the building sustained an estimated $9,000 in damages."
233,1970,5,13,Oxford,36.312,-78.5882,Facility/Infrastructure Attack,Private Citizens & Property,0.0,"5/13/1970: Unknown African American perpetrators threw three firebombs at the house of James Rudder, a White citizen of Oxford, North Carolina, United States.  Two of the firebombs failed to ignite and the third caused only minor damage to the roof of the house.  This incident took place during heightened racial tensions in Oxford."
234,1970,5,13,Miami,25.800314999999998,-80.22655400000001,Facility/Infrastructure Attack,Business,0.0,"5/13/1970: Members of the Black Afro Militant Movement (BAMM) firebombed the Allapattah Five and Ten Cent Store in Miami, Florida, United States.  There were no casualties and it is unknown if the store sustained any damages."
235,1970,5,14,Melrose,42.45717,-71.064049,Facility/Infrastructure Attack,Military,0.0,"5/14/1970: Unknown perpetrators firebombed the National Guard Armory in Melrose, Massachusetts, United States.  There were no casualties and the damages are unknown."
236,1970,5,14,New York City,40.807534999999994,-73.96257299999999,Bombing/Explosion,Educational Institution,0.0,"5/14/1970: Unknown perpetrators bombed the Alma Mater statue at Columbia University in Manhattan, New York, United States.  There were no casualties but the statue was damaged."
237,1970,5,14,Long Beach,33.783823999999996,-118.11408999999999,Bombing/Explosion,Educational Institution,0.0,"5/14/1970: Unknown perpetrators placed a pipe bomb in the Science Building at California State University, Long Beach, United States.  The bomb was discovered and subsequently removed before detonating."
238,1970,5,14,Oxford,36.312,-78.5882,Facility/Infrastructure Attack,Business,0.0,"5/14/1970: Unknown African American perpetrators attempted to firebomb a tobacco warehouse in Oxford, North Carolina, United States. The firebomb failed but, as part of a diversionary tactic, an unoccupied house in another part of town was damaged by an incendiary device.  This incident took place during heightened racial tensions in Oxford."
239,1970,5,15,Seattle,47.603559999999995,-122.329439,Bombing/Explosion,Business,1.0,"5/15/1970: Larry G. Ward, an African American, was shot and killed by police as he attempted to bomb the Hardcastle Realty office in Seattle, Washington, United States.  The real estate office was the target of a bombing a month earlier."
240,1970,5,16,New York City,40.712784,-74.005941,Bombing/Explosion,Military,0.0,
241,1970,5,19,Afton,38.550245000000004,-90.332723,Facility/Infrastructure Attack,Government (General),0.0,"5/19/1970: Unknown perpetrators firebombed the Selective Service offices in Afton, Missouri, United States.    There were no casualties but the fire caused an estimated $1,600 in damages."
242,1970,5,20,Quincy,30.588140999999997,-84.580929,Bombing/Explosion,Utilities,0.0,"5/20/1970: Unknown perpetrators bombed a substation of the Florida Power Company in Quincy, Florida, United States.  There were no casualties but the main transformer was destroyed causing an estimated $600,000 in damages."
243,1970,5,20,Carlisle,40.201190000000004,-77.18916899999999,Facility/Infrastructure Attack,Government (General),0.0,"5/20/1970: Unknown perpetrators attempted to firebomb the Selective Service building in Carlisle, Pennsylvania, United States, but the five Molotov cocktails failed to ignite."
244,1970,5,20,Miami,25.764367,-80.20152900000001,Facility/Infrastructure Attack,Educational Institution,0.0,"5/20/1970: Members of the Black Afro Militant Movement threw Molotov cocktails at Dorsey Junior High School in Miami, Florida, United States.  There were no casualties and it is unknown if the firebombs caused any damage to the school."
245,1970,5,21,Trona,35.76625,-117.370674,Bombing/Explosion,Private Citizens & Property,0.0,"5/21/1970: Unknown perpetrators bombed the residence of a foreman employed by the American Potash Plant in Trona, California, United States.  There were no casualties but the explosion caused major damage to the home and furnishings.  At the time, the American Potash Plant of Trona was the scene of a major workers strike."
246,1970,5,22,New York City,40.712784,-74.005941,Unarmed Assault,Terrorists/Non-State Militia,0.0,
247,1970,5,22,St. Paul,44.946604,-93.13644599999999,Armed Assault,Police,1.0,"5/22/1970: Police Officer James Sackett is murdered by a sniper after he responded to a fake emergency call in St. Paul, Minnesota, United States.  Over thirty-five years after Sackett's death Ronald Reed and Larry Clark were convicted of the murder.  They were Black Panther wannabe's who wanted to kill a police officer."
248,1970,5,22,Ames,42.025345,-93.620199,Bombing/Explosion,Police,0.0,"5/22/1970: Suspected members of the Black Panthers bombed the Ames Police Headquarters located in the city hall of Ames, Iowa, United States.  Ten people were injured and an estimated $50,000 in damage was caused."
249,1970,5,25,Oxford,36.312,-78.5882,Facility/Infrastructure Attack,Business,0.0,"5/25/1970: Unknown African American perpetrators firebombed the Chapman Lumber Company in Oxford, North Carolina, United States. There were no casualties but the business was destroyed.  This incident took place during heightened racial tensions in Oxford."
250,1970,5,26,Oxford,36.312,-78.5882,Facility/Infrastructure Attack,Business,0.0,"5/26/1970: In a series of related incidents, unknown African American perpetrators firebombed the Planter's Warehouse in Oxford, North Carolina, United States.  There were no casualties but the tobacco warehouse was destroyed resulting in a net loss of $5,000,000.  This incident took place during heightened racial tensions in Oxford."
251,1970,5,26,Oxford,36.312,-78.5882,Facility/Infrastructure Attack,Business,0.0,"5/26/1970: In a series of related incidents, unknown African American perpetrators firebombed Owen Warehouse Number Two in Oxford, North Carolina, United States.  There were no casualties but the tobacco warehouse was destroyed resulting in a net loss of $5,000,000.  This incident took place during heightened racial tensions in Oxford."
252,1970,5,27,Los Angeles,34.053490000000004,-118.245319,Bombing/Explosion,Government (General),0.0,"5/27/1970: Unknown perpetrators placed two pipe bombs in front of the Selective Service office in Los Angeles, California, United States.  One bomb exploded causing extensive damage to the exterior of the building.  The other bomb did not explode.  There were no casualties."
253,1970,5,27,Boston,42.301631,-71.067605,Facility/Infrastructure Attack,Religious Figures/Institutions,0.0,"5/27/1970: In a series of two related incidents, unknown perpetrators burned a sacred Torah Scroll and ransacked the Chevra Shas synagogue in Boston, Massachusetts, United States.  There were no casualties but the Torah scroll was destroyed.  This is believed to be part of a campaign to scare Jews out of the Dorchester area."
254,1970,5,27,Boston,42.301631,-71.067605,Facility/Infrastructure Attack,Religious Figures/Institutions,0.0,"5/27/1970: In a series of two related incidents, unknown perpetrators set two fires at Agudath Israel synagogue in Boston, Massachusetts, United States.  There were no casualties but the synagogue sustained $10,000 in damages.  This is believed to be part of a campaign to scare Jews out of the Dorchester area."
255,1970,5,28,Sacramento,38.579065,-121.49101399999999,Armed Assault,Police,1.0,
256,1970,5,28,Phoenix,33.44826,-112.075774,Bombing/Explosion,Government (General),0.0,"5/28/1970: Unknown perpetrators connected a bomb consisting of TNT to the engine of a U.S. Department of Labor vehicle in Phoenix, Arizona, United States that transported people to a Government training program.  The bomb did not explode because it was believed to be wired incorrectly."
257,1970,5,28,New York City,40.762665999999996,-73.95587900000001,Bombing/Explosion,Educational Institution,0.0,"5/28/1970: Unknown perpetrators bombed an unoccupied lecture hall at Rockefeller University in Manhattan, New York, United States.  There were no casualties and the building sustained minor damages."
258,1970,5,28,Fullerton,33.882923,-117.92910400000001,Facility/Infrastructure Attack,Educational Institution,0.0,"5/28/1970: Hours after an anti-war demonstration, unknown perpetrators set fire to the registration building at California State University in Fullerton, United States.  The registration building was adjacent to a house used by students to protest the War in Vietnam.  There were no casualties but the building sustained an estimated $25,000 in damages."
259,1970,5,29,Oakland,37.805065,-122.27302399999999,Bombing/Explosion,Private Citizens & Property,0.0,"5/29/1970: The home of the deceased chief of the Oakland police force was bombed by unknown perpetrators in Oakland, California, United States.  There were no casualties and it is unknown if the house sustained any damages."
260,1970,5,29,San Diego,32.715695000000004,-117.16171899999999,Facility/Infrastructure Attack,Military,0.0,"5/29/1970:  William F. Passmore a sailor on the Vietnam bound Navy Destroyer USS Richard B. Anderson sabotaged one of the engines of the ship by dropping nuts and bolts into the gears.  The ship returned to the United States and it took $231,000 to repair."
261,1970,5,30,New York City,40.712576,-74.013382,Bombing/Explosion,Business,0.0,"5/30/1970: Unknown perpetrators bombed a fifty-foot office trailer located at a construction site of the World Trade Center in Manhattan, New York, United States.  The trailer sustained only minor damages, however, $3,000 worth of blueprints were destroyed.  There were no casualties."
262,1970,6,2,Baton Rouge,30.443334999999998,-91.186994,Bombing/Explosion,Utilities,0.0,"6/2/1970: Unknown perpetrators bombed a transformer belonging to the Gulf States Utilities Company in Baton Rouge, Louisiana, United States.  There were no casualties but that transformer sustained an estimated $40,000 in damages and power was disrupted in the Baton Rouge area.  This incident occurred during a construction workers strike."
263,1970,6,2,Joliet,41.524935,-88.084594,Assassination,Private Citizens & Property,0.0,"6/2/1970: A disgruntled businessman is suspected of hiring hit men to assassinate Illinois State Representative William G. Barr.  A dynamite bomb exploded when Barr turned on the ignition of his Cadillac in Joliet, Illinois, United States.  The car was destroyed and Barr's right leg had to be amputated."
264,1970,6,3,Portland,45.511795,-122.675629,Facility/Infrastructure Attack,Government (General),0.0,"6/3/1970: Unknown perpetrators firebombed the conference room at Oregon's Selective Service Headquarters in Portland, United States.  There were no casualties and it is unknown if the building sustained any damages."
265,1970,6,4,Oakland,37.805065,-122.27302399999999,Bombing/Explosion,Police,0.0,"6/4/1970: Unknown perpetrators bombed an unmanned police vehicle in Oakland, California, United States.  There were no casualties but the car was destroyed.  The police officers at the time were investigating a disturbance at a pool hall.  There were many attacks against police in California during this time period."
266,1970,6,5,Los Angeles,34.068921,-118.445181,Bombing/Explosion,Military,0.0,"6/5/1970: Unknown perpetrators bombed the Wardroom of the Naval R.O.T.C. at the University of California, Los Angeles, United States.  There were no casualties but the room was destroyed causing an estimated $10,000 in damages."
267,1970,6,6,New York City,40.78306,-73.971249,Facility/Infrastructure Attack,Business,0.0,"6/6/1970:  Unknown perpetrators ignited nine dice-sized firebombs at the Woolworth's store in Manhattan, New York, United States.  There were no casualties but the resulting fire caused damage to the merchandise and infrastructure of the building resulting in an estimated $150,000 in damages."
268,1970,6,6,Berkeley,37.869885,-122.27053899999999,Bombing/Explosion,Police,0.0,"6/6/1970: Unknown perpetrators placed a pipe bomb in a police parking lot in Berkeley, California, United States.  The bomb failed to explode due to a faulty fuse.  There were many attacks against police in California during this time period."
269,1970,6,7,Los Angeles,33.96307,-118.232573,Bombing/Explosion,Police,0.0,"6/7/1970: Unknown perpetrators threw grenades at police vehicles parked at the Firestone Park Station in Los Angeles, California, United States.  There were no casualties but five police cars were damaged at a cost of around $5,000.  There were many attacks against police in California during this time period."
270,1970,6,8,Chicago,41.88415,-87.632409,Bombing/Explosion,Government (General),0.0,
271,1970,6,8,Oakland,37.805065,-122.27302399999999,Bombing/Explosion,Military,0.0,"6/8/1970: Unknown perpetrators bombed an unmanned Armed Services Police Car in Oakland, California, United States.  There were no casualties but the car was damaged.  The patrolmen left the vehicle to search for AWOL servicemen in a theater.  There were many attacks against police in California during this time period."
272,1970,6,9,New York City,40.712784,-74.005941,Bombing/Explosion,Police,,
273,1970,6,9,Galesburg,40.946915000000004,-90.364659,Facility/Infrastructure Attack,Government (General),0.0,"6/9/1970: Unknown perpetrators broke into the Selective Service office in Galesburg, Illinois, United States and set fire to draft records.  There were no casualties."
274,1970,6,9,Newark,40.731970000000004,-74.174184,Assassination,Private Citizens & Property,0.0,"6/9/1970: Unknown perpetrators fired two shotgun blasts into the house of Reverend Levin P. West in Newark, New Jersey, United States, in an apparent assassination attempt.  The shotgun pellets did not strike West but he was taken to  the hospital to be treated for shock.  During a highly contentious Mayoral campaign in Newark with racial overtones, West, an African American, supported the White candidate over the Black candidate."
275,1970,6,11,Omaha,41.260675,-95.940469,Bombing/Explosion,Police,0.0,"6/11/1970: Suspected members of the Black Panther Party bombed Omaha Police Department's North Assembly Building in Omaha, Nebraska, United States.  There were no casualties but the blast ripped a four foot hole in the corner of building and shattered several windows."
276,1970,6,12,Cairo,37.005322,-89.176156,Bombing/Explosion,Government (General),0.0,"6/12/1970: Unknown perpetrators placed a box containing seven sticks of dynamite outside of the Alexander County Courthouse in Cairo, Illinois, United States.  The bomb was discovered and subsequently removed.  This incident took place during a period of high racial tension in Cairo."
277,1970,6,12,Cairo,37.005105,-89.17626899999999,Armed Assault,Police,0.0,"6/12/1970: Unknown snipers fired on an Illinois State Police patrol attending to a fire at the Pyramid Courts housing project in Cairo, Illinois, United States.  Officer Marion Troutt was shot, but survived his wounds.  This incident took place during a period of high racial tension in Cairo."
278,1970,6,13,Des Moines,41.58979,-93.615659,Bombing/Explosion,Business,0.0,"6/13/1970: Suspected members of the Black Panthers Party bombed the Des Moines Chamber of Commerce in Des Moines, Iowa, United States.  The building sustained an estimated $150,000 in damages and several people were injured from the shattered glass."
279,1970,6,13,Kansas City,39.102959999999996,-94.583062,Bombing/Explosion,Business,0.0,"6/13/1970: Unknown perpetrators bombed the Mid-Continental National Bank in Kansas City, Missouri, United States.  There were no casualties but the building sustained minor damage."
280,1970,6,15,Manhattan Beach,33.887157,-118.410843,Bombing/Explosion,Police,0.0,"6/15/1970: Unknown perpetrators bombed the joint police and fire station in Manhattan Beach, California, United States.  There were no casualties but the station received minor damages."
281,1970,6,17,Emeryville,37.831455,-122.285164,Bombing/Explosion,Police,0.0,"6/17/1970: Unknown perpetrators bombed a diner in Emeryville, California, United States frequented by police officers.  Three people were slightly injured and it is unknown if the diner sustained any damages."
282,1970,6,18,New York City,40.729513,-73.996461,Facility/Infrastructure Attack,Educational Institution,0.0,"6/18/1970: Two unidentified White youths set off four firebombs around the New York University campus in Manhattan, New York, United States.  One firebomb was discovered under a car.  Another firebomb damaged a construction shanty at Tish Hall.  The third firebomb ignited under a crane and the final firebomb exploded in a trash can.  Neither of the last two firebombs did any damage.  There were no casualties."
283,1970,6,18,New York City,40.78306,-73.971249,Facility/Infrastructure Attack,Other,0.0,"6/18/1970: While New York City Firemen were fighting a blaze in a Manhattan, United States tenement, an unknown perpetrator threw a Molotov cocktail into the hose bed of the fire truck.  The attack injured one fireman and another fireman suffered a heart attack.  Officials were unsure whether the fire at the tenement was set to trap the firemen or if the truck was attacked because it was a 'target of opportunity.'"
284,1970,6,19,Berkeley,37.869885,-122.27053899999999,Bombing/Explosion,Business,,
285,1970,6,19,Berkeley,37.869885,-122.27053899999999,Bombing/Explosion,Business,0.0,
286,1970,6,19,Chicago,41.88415,-87.632409,Armed Assault,Police,1.0,"6/19/1970: Bruce Sharp and William Redwine, both African Americans, shot and killed Police Officer Kenneth Kaner as he was sitting in his squad car in Chicago Illinois, United States."
287,1970,6,19,San Francisco,37.770821999999995,-122.43445,Armed Assault,Police,1.0,"6/19/1970: Police Officer Richard Radetich was shot and killed by an unknown perpetrator in San Francisco, California, United States.  While writing a ticket, a gunman pulled up to Officer Radetich in his car and shot him three times with a revolver.  The perpetrator immediately drove away."
288,1970,6,21,Des Moines,41.58979,-93.615659,Bombing/Explosion,Police,0.0,"6/21/1970: Suspected members of the Black Panther Party are believed to have set a booby-trap package underneath a bridge in Iowa, United States, intended to kill Des Moines Police Officers.  An anonymous caller tipped the police about the package.  When the police arrived, it only failed to explode due to a sliver of wood blocking the trigger."
289,1970,6,23,San Francisco,37.777125,-122.41964399999999,Bombing/Explosion,Military,0.0,"6/23/1970: Unknown perpetrators placed a bomb at a U.S. Air Force recruiting Station in San Francisco, California, United States.  The bomb was discovered by a station employee and subsequently removed."
290,1970,6,23,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
291,1970,6,25,Longview,32.500640000000004,-94.741075,Bombing/Explosion,Private Citizens & Property,0.0,"6/25/1970: Fred Loyd Hayes bombed a house purchased by an African American woman in a White neighborhood in Longview, Texas, United States.  There were no casualties and it is unknown what damages the house sustained."
292,1970,6,28,Detroit,42.331685,-83.047924,Armed Assault,Police,0.0,
293,1970,6,29,Des Moines,41.601286,-93.658064,Bombing/Explosion,Educational Institution,0.0,"6/29/1970: Suspected members of the Black Panther Party bombed the Harvey Ingham Hall of Science at Drake University in Des Moines, Iowa, United States.  There were no casualties but the explosion caused an estimated $300,000 in damage to the building."
294,1970,6,29,Whitefish Bay,43.118460999999996,-87.902289,Bombing/Explosion,Business,0.0,"6/29/1970: Suspected revolutionary leftists threw a pipe bomb filled with gunpowder at the Whitefish Bay Bank & Trust Company in Whitefish Bay, Wisconsin, United States.  The bomb did not detonate.  This incident was believed to be linked to the many bombings in the Milwaukee, Wisconsin area during this time period."
295,1970,6,30,Plainfield,40.617622999999995,-74.417061,Armed Assault,Police,1.0,"6/30/1970: Two policemen, Robert M. Perry and Robert G. Beck, were shot by snipers in Plainfield, New Jersey, United States after responding to a fire at a vacant shop.  Officer Perry would eventually die from his injuries.  City officials believed that radical African Americans intentionally set the fire to lure the policemen into the area.  Firefighters fighting the blaze were also shot at."
296,1970,6,30,New York City,40.78306,-73.971249,Facility/Infrastructure Attack,Business,0.0,"6/30/1970: In a series of four related attack, unknown perpetrators placed multiple incendiary devices throughout the Woolworth's store on 34th street in Manhattan, New York, United States.  There were no casualties and the firebombs caused only minor damage to the building and merchandise."
297,1970,6,30,New York City,40.78306,-73.971249,Facility/Infrastructure Attack,Business,0.0,"6/30/1970: In a series of four related attack, unknown perpetrators placed multiple incendiary devices throughout the Woolworth's store on 86th street and 3rd Avenue in Manhattan, New York, United States.  There were no casualties and the firebombs caused only minor damage to the building and merchandise."
298,1970,6,30,New York City,40.78306,-73.971249,Facility/Infrastructure Attack,Business,0.0,"6/30/1970: In a series of four related attack, unknown perpetrators placed multiple incendiary devices throughout the Woolworth's store on Broadway Avenue in Manhattan, New York, United States.  There were no casualties and the firebombs caused only minor damage to the building and merchandise."
299,1970,6,30,New York City,40.78306,-73.971249,Facility/Infrastructure Attack,Business,0.0,"6/30/1970: In a series of four related attack, unknown perpetrators placed multiple incendiary devices throughout a Grand Union supermarket in Manhattan, New York, United States.  There were no casualties and the firebombs caused only minor damages."
300,1970,7,0,Wauwatosa,43.074701,-88.008394,Bombing/Explosion,Business,0.0,"7/0/1970: An unexploded bomb was discovered at Honeywell Incorporated in Wauwatosa, Wisconsin, United States.  This incident was believed to be linked to the many bombings perpetrated by revolutionary leftists in the Milwaukee, Wisconsin area during this time period."
301,1970,7,0,Boston,42.290156,-71.04897,Facility/Infrastructure Attack,Religious Figures/Institutions,0.0,"7/0/1970: Unknown perpetrators set a fire at St. Ann's Church in Boston, Massachusetts, United States.  There were no casualties but the blaze caused $5,000 in damages.  This is believed to be part of a campaign to scare Whites out of the Dorchester area."
302,1970,7,1,Washington,38.923305,-77.036604,Bombing/Explosion,Private Citizens & Property,0.0,"7/1/1970: Members of the Revolutionary Force Seven threw a pipe bomb through the back door of the Inter-American Defense Board building in Washington D.C., United States.  There were no casualties but the chauffeur room and a bathroom were damaged."
303,1970,7,1,Berkeley,37.871899,-122.25854,Bombing/Explosion,Educational Institution,0.0,"7/1/1970: Unknown perpetrators bombed a classroom in the University of California's Center for East Asian Studies in Berkeley, California, United States.  There were no casualties but the building sustained $7,000 in damages."
304,1970,7,2,Washington,38.890370000000004,-77.031959,Bombing/Explosion,Government (Diplomatic),0.0,
305,1970,7,2,Washington,38.890370000000004,-77.031959,Bombing/Explosion,Government (Diplomatic),0.0,
306,1970,7,2,Washington,38.890370000000004,-77.031959,Bombing/Explosion,Government (Diplomatic),0.0,
307,1970,7,2,Washington,38.890370000000004,-77.031959,Bombing/Explosion,Government (Diplomatic),0.0,
308,1970,7,2,Omaha,41.260675,-95.940469,Bombing/Explosion,Business,0.0,"7/2/1970: Suspected Black Panthers bombed the Components Concept Corporation, a Black-owned business in Omaha, Nebraska, United States.  There were no casualties but the building was destroyed and equipment within the building was damaged."
309,1970,7,2,Compton,33.895285,-118.224329,Bombing/Explosion,Police,1.0,"7/2/1970: Tommy L. Harper, an African American, was killed when a bomb that he was carrying prematurely exploded when he was one hundred feet away from the Compton Police Station in California, United States.  It is suspected that he was attempting to bomb the police station.  Windows were shattered at a building and automobile that were in the vicinity of the explosion."
